frame_index,time,vehicle_num,vehicle_num_l,vehicle_num_r
5700,228.0,3,0,3
5725,229.0,2,0,2
5750,230.0,3,2,1
5775,231.0,5,1,4
5800,232.0,4,2,2
5825,233.0,5,1,4
5850,234.0,7,0,7
5875,235.0,8,1,7
5900,236.0,7,0,7
5925,237.0,7,0,7
5950,238.0,5,0,5
5975,239.0,6,0,6
6000,240.0,6,0,6
6025,241.0,6,1,5
6050,242.0,7,1,6
6075,243.0,3,0,3
6100,244.0,3,0,3
6125,245.0,4,1,3
6150,246.0,4,0,4
6175,247.0,5,1,4
6200,248.0,7,1,6
6225,249.0,8,1,7
6250,250.0,5,0,5
6275,251.0,7,1,6
6300,252.0,11,1,10
6325,253.0,11,1,10
6350,254.0,15,3,12
6375,255.0,13,1,12
6400,256.0,14,2,12
6425,257.0,11,1,10
6450,258.0,12,1,11
6475,259.0,12,2,10
6500,260.0,10,1,9
6525,261.0,9,2,7
6550,262.0,9,1,8
6575,263.0,3,1,2
6600,264.0,5,0,5
6625,265.0,2,1,1
6650,266.0,4,1,3
6675,267.0,4,0,4
6700,268.0,4,1,3
6725,269.0,5,1,4
6750,270.0,3,0,3
6775,271.0,3,1,2
6800,272.0,6,0,6
6825,273.0,4,1,3
6850,274.0,9,1,8
6875,275.0,7,2,5
6900,276.0,8,4,4
6925,277.0,7,1,6
6950,278.0,6,0,6
6975,279.0,3,0,3
7000,280.0,3,0,3
7025,281.0,2,0,2
7050,282.0,1,0,1
7075,283.0,1,1,0
7100,284.0,4,1,3
7125,285.0,3,2,1
7150,286.0,2,1,1
7175,287.0,5,1,4
7200,288.0,4,2,2
7225,289.0,1,1,0
7250,290.0,2,1,1
7275,291.0,5,0,5
7300,292.0,9,2,7
7325,293.0,7,3,4
7350,294.0,4,3,1
7375,295.0,3,2,1
7400,296.0,2,1,1
7425,297.0,1,0,1
7450,298.0,3,1,2
7475,299.0,2,1,1
7500,300.0,4,1,3
7525,301.0,3,1,2
7550,302.0,4,2,2
7575,303.0,3,0,3
7600,304.0,4,1,3
7625,305.0,5,3,2
7650,306.0,3,0,3
7675,307.0,4,0,4
7700,308.0,4,1,3
7725,309.0,5,1,4
7750,310.0,3,0,3
7775,311.0,2,0,2
7800,312.0,3,0,3
7825,313.0,1,0,1
7850,314.0,2,0,2
7875,315.0,5,0,5
7900,316.0,6,1,5
7925,317.0,9,1,8
7950,318.0,11,3,8
7975,319.0,5,0,5
8000,320.0,9,0,9
8025,321.0,8,4,4
8050,322.0,5,1,4
8075,323.0,6,0,6
8100,324.0,3,0,3
8125,325.0,4,0,4
8150,326.0,7,0,7
8175,327.0,2,1,1
8200,328.0,0,0,0
8225,329.0,2,0,2
8250,330.0,4,2,2
8275,331.0,5,1,4
8300,332.0,4,1,3
8325,333.0,5,0,5
8350,334.0,6,1,5
8375,335.0,1,1,0
8400,336.0,1,0,1
8425,337.0,3,2,1
8450,338.0,3,0,3
8475,339.0,7,2,5
8500,340.0,5,1,4
8525,341.0,1,1,0
8550,342.0,1,0,1
8575,343.0,2,0,2
8600,344.0,4,2,2
8625,345.0,3,1,2
8650,346.0,4,3,1
8675,347.0,4,1,3
8700,348.0,7,2,5
8725,349.0,4,1,3
8750,350.0,6,2,4
8775,351.0,4,1,3
8800,352.0,7,1,6
8825,353.0,3,0,3
8850,354.0,1,0,1
8875,355.0,2,0,2
8900,356.0,0,0,0
8925,357.0,2,1,1
8950,358.0,4,2,2
8975,359.0,3,0,3
9000,360.0,3,1,2
9025,361.0,1,1,0
9050,362.0,0,0,0
9075,363.0,2,1,1
9100,364.0,3,1,2
9125,365.0,3,1,2
9150,366.0,3,1,2
9175,367.0,0,0,0
9200,368.0,6,1,5
9225,369.0,6,2,4
9250,370.0,4,2,2
9275,371.0,6,1,5
9300,372.0,4,2,2
9325,373.0,5,1,4
9350,374.0,4,0,4
9375,375.0,3,0,3
9400,376.0,5,0,5
9425,377.0,6,1,5
9450,378.0,6,2,4
9475,379.0,5,1,4
9500,380.0,4,1,3
9525,381.0,4,1,3
9550,382.0,4,0,4
9575,383.0,2,0,2
9600,384.0,3,1,2
9625,385.0,5,3,2
9650,386.0,4,1,3
9675,387.0,4,0,4
9700,388.0,3,1,2
9725,389.0,4,2,2
9750,390.0,3,2,1
9775,391.0,5,0,5
9800,392.0,3,1,2
9825,393.0,3,1,2
9850,394.0,2,0,2
9875,395.0,5,1,4
9900,396.0,7,3,4
9925,397.0,4,3,1
9950,398.0,3,3,0
9975,399.0,2,2,0
10000,400.0,3,0,3
10025,401.0,4,0,4
10050,402.0,8,1,7
10075,403.0,8,6,2
10100,404.0,4,1,3
10125,405.0,3,1,2
10150,406.0,3,0,3
10175,407.0,7,0,7
10200,408.0,11,1,10
10225,409.0,11,3,8
10250,410.0,10,2,8
10275,411.0,15,1,14
10300,412.0,13,0,13
10325,413.0,13,1,12
10350,414.0,10,0,10
10375,415.0,10,0,10
10400,416.0,16,2,14
10425,417.0,10,1,9
10450,418.0,8,0,8
10475,419.0,11,1,10
10500,420.0,8,1,7
10525,421.0,7,1,6
10550,422.0,11,0,11
10575,423.0,9,4,5
10600,424.0,2,0,2
10625,425.0,6,0,6
10650,426.0,7,0,7
10675,427.0,8,1,7
10700,428.0,9,2,7
10725,429.0,10,1,9
10750,430.0,8,1,7
10775,431.0,4,0,4
10800,432.0,13,3,10
10825,433.0,7,2,5
10850,434.0,6,3,3
10875,435.0,5,2,3
10900,436.0,6,5,1
10925,437.0,4,1,3
10950,438.0,4,1,3
10975,439.0,6,1,5
11000,440.0,2,0,2
11025,441.0,3,1,2
11050,442.0,6,1,5
11075,443.0,4,0,4
11100,444.0,4,0,4
11125,445.0,3,1,2
11150,446.0,2,1,1
11175,447.0,2,1,1
11200,448.0,1,0,1
11225,449.0,1,0,1
11250,450.0,4,2,2
11275,451.0,2,1,1
11300,452.0,2,0,2
11325,453.0,2,0,2
11350,454.0,1,1,0
11375,455.0,3,1,2
11400,456.0,3,0,3
11425,457.0,4,0,4
11450,458.0,5,0,5
11475,459.0,2,0,2
11500,460.0,4,1,3
11525,461.0,3,1,2
11550,462.0,3,0,3
11575,463.0,0,0,0
11600,464.0,1,1,0
11625,465.0,1,0,1
11650,466.0,1,0,1
11675,467.0,2,1,1
11700,468.0,2,0,2
11725,469.0,5,1,4
11750,470.0,3,2,1
11775,471.0,3,2,1
11800,472.0,2,1,1
11825,473.0,4,0,4
11850,474.0,2,1,1
11875,475.0,3,0,3
11900,476.0,1,0,1
11925,477.0,0,0,0
11950,478.0,1,0,1
11975,479.0,2,0,2
12000,480.0,3,2,1
12025,481.0,5,1,4
12050,482.0,7,2,5
12075,483.0,6,0,6
12100,484.0,6,0,6
12125,485.0,6,0,6
12150,486.0,2,0,2
12175,487.0,3,0,3
12200,488.0,6,2,4
12225,489.0,6,0,6
12250,490.0,4,2,2
12275,491.0,1,1,0
12300,492.0,2,1,1
12325,493.0,4,0,4
12350,494.0,3,1,2
12375,495.0,1,0,1
12400,496.0,3,0,3
12425,497.0,6,1,5
12450,498.0,9,2,7
12475,499.0,3,0,3
12500,500.0,4,1,3
12525,501.0,6,1,5
12550,502.0,6,0,6
12575,503.0,6,1,5
12600,504.0,8,2,6
12625,505.0,8,0,8
12650,506.0,9,1,8
12675,507.0,8,0,8
12700,508.0,9,1,8
12725,509.0,7,1,6
12750,510.0,6,1,5
12775,511.0,3,1,2
12800,512.0,4,1,3
12825,513.0,4,0,4
12850,514.0,9,3,6
12875,515.0,9,4,5
12900,516.0,7,1,6
12925,517.0,6,0,6
12950,518.0,3,0,3
12975,519.0,2,0,2
13000,520.0,5,0,5
13025,521.0,4,1,3
13050,522.0,5,1,4
13075,523.0,4,0,4
13100,524.0,1,0,1
13125,525.0,1,0,1
13150,526.0,1,0,1
13175,527.0,3,0,3
13200,528.0,3,1,2
13225,529.0,1,0,1
13250,530.0,2,0,2
13275,531.0,5,1,4
13300,532.0,5,0,5
13325,533.0,4,2,2
13350,534.0,1,1,0
13375,535.0,1,0,1
13400,536.0,2,1,1
13425,537.0,1,0,1
13450,538.0,2,0,2
13475,539.0,2,0,2
13500,540.0,1,0,1
13525,541.0,4,0,4
13550,542.0,2,1,1
13575,543.0,2,1,1
13600,544.0,6,0,6
13625,545.0,4,1,3
13650,546.0,4,1,3
13675,547.0,4,1,3
13700,548.0,5,2,3
13725,549.0,5,1,4
13750,550.0,5,0,5
13775,551.0,4,0,4
13800,552.0,5,1,4
13825,553.0,6,2,4
13850,554.0,5,0,5
13875,555.0,6,0,6
13900,556.0,11,1,10
13925,557.0,11,4,7
13950,558.0,8,1,7
13975,559.0,3,1,2
14000,560.0,10,2,8
14025,561.0,8,1,7
14050,562.0,9,2,7
14075,563.0,12,2,10
14100,564.0,9,2,7
14125,565.0,8,2,6
14150,566.0,10,2,8
14175,567.0,11,3,8
14200,568.0,5,1,4
14225,569.0,5,0,5
14250,570.0,2,0,2
14275,571.0,6,1,5
14300,572.0,7,1,6
14325,573.0,4,2,2
14350,574.0,4,2,2
14375,575.0,2,0,2
14400,576.0,3,1,2
14425,577.0,5,1,4
14450,578.0,5,1,4
14475,579.0,2,1,1
14500,580.0,2,0,2
14525,581.0,2,2,0
14550,582.0,4,2,2
14575,583.0,4,2,2
14600,584.0,5,0,5
14625,585.0,7,0,7
14650,586.0,9,1,8
14675,587.0,12,4,8
14700,588.0,11,3,8
14725,589.0,9,1,8
14750,590.0,8,2,6
14775,591.0,8,0,8
14800,592.0,13,1,12
14825,593.0,7,2,5
14850,594.0,7,1,6
14875,595.0,7,1,6
14900,596.0,9,3,6
14925,597.0,12,2,10
14950,598.0,9,2,7
14975,599.0,13,3,10
15000,600.0,6,1,5
15025,601.0,7,3,4
15050,602.0,8,2,6
15075,603.0,9,1,8
15100,604.0,9,1,8
15125,605.0,10,2,8
15150,606.0,11,5,6
15175,607.0,6,3,3
15200,608.0,8,1,7
15225,609.0,7,2,5
15250,610.0,5,1,4
15275,611.0,5,3,2
15300,612.0,2,0,2
15325,613.0,2,0,2
15350,614.0,1,0,1
15375,615.0,3,1,2
15400,616.0,3,2,1
15425,617.0,4,1,3
15450,618.0,7,2,5
15475,619.0,5,2,3
15500,620.0,1,0,1
15525,621.0,5,0,5
15550,622.0,5,2,3
15575,623.0,10,1,9
15600,624.0,6,2,4
15625,625.0,5,1,4
15650,626.0,6,1,5
15675,627.0,4,1,3
15700,628.0,5,1,4
15725,629.0,2,1,1
15750,630.0,3,2,1
15775,631.0,4,0,4
15800,632.0,4,0,4
15825,633.0,4,0,4
15850,634.0,8,2,6
15875,635.0,8,2,6
15900,636.0,9,2,7
15925,637.0,5,1,4
15950,638.0,6,2,4
15975,639.0,4,1,3
16000,640.0,3,0,3
16025,641.0,6,1,5
16050,642.0,3,0,3
16075,643.0,5,1,4
16100,644.0,7,1,6
16125,645.0,10,0,10
16150,646.0,10,2,8
16175,647.0,11,1,10
16200,648.0,13,2,11
16225,649.0,5,0,5
16250,650.0,6,1,5
16275,651.0,8,1,7
16300,652.0,4,0,4
16325,653.0,9,0,9
16350,654.0,7,1,6
16375,655.0,7,1,6
16400,656.0,4,0,4
16425,657.0,5,0,5
16450,658.0,8,1,7
16475,659.0,11,4,7
16500,660.0,12,2,10
16525,661.0,8,2,6
16550,662.0,8,0,8
16575,663.0,8,0,8
16600,664.0,6,1,5
16625,665.0,7,2,5
16650,666.0,10,3,7
16675,667.0,9,2,7
16700,668.0,8,2,6
16725,669.0,9,2,7
16750,670.0,7,1,6
16775,671.0,7,2,5
16800,672.0,8,2,6
16825,673.0,7,1,6
16850,674.0,5,0,5
16875,675.0,3,1,2
16900,676.0,8,2,6
16925,677.0,5,1,4
16950,678.0,3,0,3
16975,679.0,4,1,3
17000,680.0,2,0,2
17025,681.0,2,1,1
17050,682.0,3,2,1
17075,683.0,2,2,0
17100,684.0,1,0,1
17125,685.0,1,0,1
17150,686.0,3,1,2
17175,687.0,4,0,4
17200,688.0,4,1,3
17225,689.0,5,3,2
17250,690.0,5,2,3
17275,691.0,5,1,4
17300,692.0,3,0,3
17325,693.0,2,0,2
17350,694.0,1,0,1
17375,695.0,3,0,3
17400,696.0,2,0,2
17425,697.0,1,0,1
17450,698.0,1,0,1
17475,699.0,2,1,1
17500,700.0,4,2,2
17525,701.0,4,0,4
17550,702.0,3,0,3
17575,703.0,3,1,2
17600,704.0,3,0,3
17625,705.0,2,2,0
17650,706.0,4,2,2
17675,707.0,5,2,3
17700,708.0,1,0,1
17725,709.0,2,1,1
17750,710.0,7,2,5
17775,711.0,4,0,4
17800,712.0,5,0,5
17825,713.0,7,2,5
17850,714.0,5,2,3
17875,715.0,7,2,5
17900,716.0,7,3,4
17925,717.0,6,2,4
17950,718.0,7,3,4
17975,719.0,7,2,5
18000,720.0,6,3,3
18025,721.0,7,3,4
18050,722.0,7,3,4
18075,723.0,6,2,4
18100,724.0,9,5,4
18125,725.0,10,1,9
18150,726.0,7,2,5
18175,727.0,5,3,2
18200,728.0,5,3,2
18225,729.0,2,1,1
18250,730.0,4,2,2
18275,731.0,2,1,1
18300,732.0,7,1,6
18325,733.0,10,3,7
18350,734.0,6,2,4
18375,735.0,4,1,3
18400,736.0,5,1,4
18425,737.0,4,2,2
18450,738.0,3,1,2
18475,739.0,4,1,3
18500,740.0,0,0,0
18525,741.0,1,1,0
18550,742.0,0,0,0
18575,743.0,4,2,2
18600,744.0,8,2,6
18625,745.0,6,2,4
18650,746.0,7,2,5
18675,747.0,5,1,4
18700,748.0,2,2,0
18725,749.0,3,1,2
18750,750.0,5,2,3
18775,751.0,6,4,2
18800,752.0,6,3,3
18825,753.0,4,1,3
18850,754.0,5,1,4
18875,755.0,6,1,5
18900,756.0,6,1,5
18925,757.0,4,1,3
18950,758.0,2,0,2
18975,759.0,4,1,3
19000,760.0,6,1,5
19025,761.0,9,0,9
19050,762.0,6,1,5
19075,763.0,6,2,4
19100,764.0,6,2,4
19125,765.0,8,0,8
19150,766.0,6,2,4
19175,767.0,5,2,3
19200,768.0,0,0,0
19225,769.0,7,1,6
19250,770.0,6,1,5
19275,771.0,5,1,4
19300,772.0,2,1,1
19325,773.0,4,2,2
19350,774.0,1,1,0
19375,775.0,1,0,1
19400,776.0,0,0,0
19425,777.0,0,0,0
19450,778.0,1,0,1
19475,779.0,0,0,0
19500,780.0,0,0,0
19525,781.0,0,0,0
19550,782.0,1,1,0
19575,783.0,4,1,3
19600,784.0,2,0,2
19625,785.0,2,0,2
19650,786.0,1,0,1
19675,787.0,1,0,1
19700,788.0,2,0,2
19725,789.0,1,0,1
19750,790.0,4,1,3
19775,791.0,3,2,1
19800,792.0,4,1,3
19825,793.0,4,2,2
19850,794.0,2,1,1
19875,795.0,2,1,1
19900,796.0,1,0,1
19925,797.0,4,2,2
19950,798.0,3,1,2
19975,799.0,2,1,1
20000,800.0,3,1,2
20025,801.0,2,0,2
20050,802.0,4,3,1
20075,803.0,3,0,3
20100,804.0,3,0,3
20125,805.0,3,0,3
20150,806.0,4,1,3
20175,807.0,5,1,4
20200,808.0,6,3,3
20225,809.0,7,2,5
20250,810.0,4,2,2
20275,811.0,6,3,3
20300,812.0,1,1,0
20325,813.0,1,1,0
20350,814.0,0,0,0
20375,815.0,1,0,1
20400,816.0,3,0,3
20425,817.0,1,1,0
20450,818.0,1,0,1
20475,819.0,2,1,1
20500,820.0,4,1,3
20525,821.0,7,1,6
20550,822.0,6,2,4
20575,823.0,5,1,4
20600,824.0,3,1,2
20625,825.0,4,1,3
20650,826.0,9,2,7
20675,827.0,9,2,7
20700,828.0,10,1,9
20725,829.0,6,1,5
20750,830.0,5,0,5
20775,831.0,5,1,4
20800,832.0,6,0,6
20825,833.0,6,2,4
20850,834.0,10,4,6
20875,835.0,7,4,3
20900,836.0,8,3,5
20925,837.0,6,1,5
20950,838.0,6,1,5
20975,839.0,5,1,4
21000,840.0,5,2,3
21025,841.0,7,0,7
21050,842.0,8,1,7
21075,843.0,6,0,6
21100,844.0,9,1,8
21125,845.0,11,1,10
21150,846.0,11,1,10
21175,847.0,10,1,9
21200,848.0,10,0,10
21225,849.0,11,0,11
21250,850.0,7,0,7
21275,851.0,4,0,4
21300,852.0,3,0,3
21325,853.0,5,1,4
21350,854.0,4,0,4
21375,855.0,4,0,4
21400,856.0,6,1,5
21425,857.0,6,1,5
21450,858.0,8,1,7
21475,859.0,8,0,8
21500,860.0,7,0,7
21525,861.0,9,0,9
21550,862.0,7,1,6
21575,863.0,10,3,7
21600,864.0,10,2,8
21625,865.0,9,1,8
21650,866.0,5,1,4
21675,867.0,6,0,6
21700,868.0,10,1,9
21725,869.0,4,2,2
21750,870.0,3,0,3
21775,871.0,3,0,3
21800,872.0,6,1,5
21825,873.0,9,3,6
21850,874.0,5,1,4
21875,875.0,5,0,5
21900,876.0,4,0,4
21925,877.0,7,0,7
21950,878.0,2,0,2
21975,879.0,5,0,5
22000,880.0,3,1,2
22025,881.0,4,0,4
22050,882.0,4,1,3
22075,883.0,5,1,4
22100,884.0,7,4,3
22125,885.0,7,2,5
22150,886.0,8,1,7
22175,887.0,2,0,2
22200,888.0,5,0,5
22225,889.0,9,1,8
22250,890.0,9,0,9
22275,891.0,9,2,7
22300,892.0,7,1,6
22325,893.0,3,0,3
22350,894.0,0,0,0
22375,895.0,3,1,2
22400,896.0,5,0,5
22425,897.0,8,1,7
22450,898.0,12,0,12
22475,899.0,11,2,9
22500,900.0,11,2,9
22525,901.0,12,2,10
22550,902.0,8,2,6
22575,903.0,7,0,7
22600,904.0,8,0,8
22625,905.0,6,0,6
22650,906.0,2,0,2
22675,907.0,4,0,4
22700,908.0,4,0,4
22725,909.0,5,1,4
22750,910.0,6,0,6
22775,911.0,3,2,1
22800,912.0,1,0,1
22825,913.0,0,0,0
22850,914.0,1,0,1
22875,915.0,5,4,1
22900,916.0,7,4,3
22925,917.0,5,3,2
22950,918.0,1,0,1
22975,919.0,4,1,3
23000,920.0,5,0,5
23025,921.0,7,1,6
23050,922.0,7,2,5
23075,923.0,3,1,2
23100,924.0,6,2,4
23125,925.0,6,1,5
23150,926.0,8,2,6
23175,927.0,8,1,7
23200,928.0,9,0,9
23225,929.0,12,1,11
23250,930.0,14,3,11
23275,931.0,11,3,8
23300,932.0,11,2,9
23325,933.0,8,0,8
23350,934.0,9,1,8
23375,935.0,2,2,0
23400,936.0,4,1,3
23425,937.0,2,0,2
23450,938.0,3,1,2
23475,939.0,3,1,2
23500,940.0,8,2,6
23525,941.0,5,2,3
23550,942.0,6,5,1
23575,943.0,2,1,1
23600,944.0,2,1,1
23625,945.0,6,2,4
23650,946.0,5,2,3
23675,947.0,9,3,6
23700,948.0,7,2,5
23725,949.0,8,2,6
23750,950.0,8,2,6
23775,951.0,8,1,7
23800,952.0,8,2,6
23825,953.0,5,2,3
23850,954.0,7,1,6
23875,955.0,4,2,2
23900,956.0,5,0,5
23925,957.0,2,1,1
23950,958.0,5,0,5
23975,959.0,6,1,5
24000,960.0,5,1,4
24025,961.0,6,1,5
24050,962.0,3,2,1
24075,963.0,6,4,2
24100,964.0,3,1,2
24125,965.0,1,0,1
24150,966.0,4,0,4
24175,967.0,3,1,2
24200,968.0,3,1,2
24225,969.0,4,0,4
24250,970.0,4,1,3
24275,971.0,4,0,4
24300,972.0,4,0,4
24325,973.0,5,1,4
24350,974.0,7,2,5
24375,975.0,8,1,7
24400,976.0,6,1,5
24425,977.0,5,0,5
24450,978.0,6,0,6
24475,979.0,2,0,2
24500,980.0,2,0,2
24525,981.0,1,0,1
24550,982.0,3,0,3
24575,983.0,3,2,1
24600,984.0,2,2,0
24625,985.0,5,2,3
24650,986.0,3,1,2
24675,987.0,7,1,6
24700,988.0,5,0,5
24725,989.0,3,0,3
24750,990.0,5,0,5
24775,991.0,5,1,4
24800,992.0,5,0,5
24825,993.0,6,1,5
24850,994.0,4,3,1
24875,995.0,4,1,3
24900,996.0,4,1,3
24925,997.0,1,0,1
24950,998.0,5,2,3
24975,999.0,5,2,3
25000,1000.0,6,3,3
25025,1001.0,5,2,3
25050,1002.0,4,0,4
25075,1003.0,5,0,5
25100,1004.0,2,0,2
25125,1005.0,5,0,5
25150,1006.0,5,2,3
25175,1007.0,7,3,4
25200,1008.0,7,3,4
25225,1009.0,7,1,6
25250,1010.0,10,2,8
25275,1011.0,10,2,8
25300,1012.0,13,4,9
25325,1013.0,15,3,12
25350,1014.0,11,1,10
25375,1015.0,11,1,10
25400,1016.0,11,1,10
25425,1017.0,11,1,10
25450,1018.0,6,1,5
25475,1019.0,10,1,9
25500,1020.0,14,3,11
25525,1021.0,10,4,6
25550,1022.0,12,3,9
25575,1023.0,10,2,8
25600,1024.0,6,2,4
25625,1025.0,6,1,5
25650,1026.0,5,1,4
25675,1027.0,3,1,2
25700,1028.0,5,0,5
25725,1029.0,8,0,8
25750,1030.0,4,0,4
25775,1031.0,5,1,4
25800,1032.0,4,1,3
25825,1033.0,5,1,4
25850,1034.0,6,2,4
25875,1035.0,7,2,5
25900,1036.0,10,2,8
25925,1037.0,5,1,4
25950,1038.0,8,0,8
25975,1039.0,6,0,6
26000,1040.0,9,1,8
26025,1041.0,8,1,7
26050,1042.0,8,1,7
26075,1043.0,7,1,6
26100,1044.0,11,1,10
26125,1045.0,10,0,10
26150,1046.0,14,1,13
26175,1047.0,11,1,10
26200,1048.0,8,1,7
26225,1049.0,7,1,6
26250,1050.0,9,1,8
26275,1051.0,4,0,4
26300,1052.0,9,0,9
26325,1053.0,8,0,8
26350,1054.0,11,0,11
26375,1055.0,8,1,7
26400,1056.0,6,1,5
26425,1057.0,9,3,6
26450,1058.0,8,1,7
26475,1059.0,8,2,6
26500,1060.0,8,1,7
26525,1061.0,8,1,7
26550,1062.0,11,3,8
26575,1063.0,10,2,8
26600,1064.0,11,1,10
26625,1065.0,14,2,12
26650,1066.0,15,2,13
26675,1067.0,12,2,10
26700,1068.0,5,1,4
