frame_index,time,road,lane,vehicle_class,vehicle_id,event_type
76138,3045.52,L,l,car,39377,overdrive
76182,3047.28,L,r,car,39390,cruise
76270,3050.8,L,l,car,39459,overdrive
76332,3053.28,L,l,car,39492,overdrive
76402,3056.08,L,l,truck,39544,overdrive
76404,3056.16,L,r,truck,39534,cruise
76407,3056.28,L,m,truck,39525,overdrive
76663,3066.52,R,m,bus,39681,cruise
77185,3087.4,R,l,car,39891,overdrive
77366,3094.64,L,m,truck,39958,overdrive
77422,3096.88,L,r,car,39981,overdrive
77477,3099.08,R,m,car,40021,overdrive
77496,3099.84,L,r,car,40031,overdrive
77798,3111.92,L,m,car,40220,overdrive
77977,3119.08,L,r,truck,40317,cruise
78328,3133.12,L,m,car,40621,overdrive
78449,3137.96,R,l,car,40718,overdrive
78477,3139.08,R,l,car,40730,overdrive
78487,3139.48,R,r,car,40740,overdrive
78504,3140.16,R,l,car,40745,cruise
78596,3143.84,L,m,car,40804,overdrive
78629,3145.16,R,m,car,40818,overdrive
78655,3146.2,L,m,car,40845,overdrive
78739,3149.56,R,l,car,40883,overdrive
78775,3151.0,L,r,truck,40880,cruise
79002,3160.08,R,r,car,41069,cruise
79092,3163.68,L,m,truck,41163,overdrive
79198,3167.92,L,r,truck,41246,overdrive
79519,3180.76,R,m,truck,41430,cruise
79781,3191.24,R,m,car,41579,cruise
79892,3195.68,R,r,car,41626,overdrive
80000,3200.0,L,r,truck,41649,overdrive
80017,3200.68,L,m,car,41692,overdrive
80025,3201.0,L,m,car,41687,overdrive
80147,3205.88,R,r,car,41773,cruise
80186,3207.44,L,m,car,41775,overdrive
80346,3213.84,L,m,car,41847,overdrive
80361,3214.44,L,m,car,41859,overdrive
80420,3216.8,R,r,bus,41870,cruise
80915,3236.6,L,r,truck,42126,cruise
81098,3243.92,L,r,car,42251,overdrive
81395,3255.8,L,m,bus,42387,overdrive
81622,3264.88,L,m,car,42460,overdrive
81629,3265.16,L,r,car,42456,cruise
81629,3265.16,L,r,car,42457,overdrive
81711,3268.44,L,m,car,42542,overdrive
81725,3269.0,L,r,car,42533,overdrive
82236,3289.44,R,l,car,42772,overdrive
82304,3292.16,R,l,car,42796,overdrive
82386,3295.44,L,r,car,42794,cruise
82457,3298.28,L,m,car,42872,overdrive
82627,3305.08,L,r,truck,42899,overdrive
82849,3313.96,L,r,truck,43105,cruise
82953,3318.12,R,r,truck,43178,cruise
83052,3322.08,L,r,truck,43251,cruise
83263,3330.52,L,m,car,43396,overdrive
83318,3332.72,L,m,car,43424,overdrive
83324,3332.96,R,m,car,43459,overdrive
83418,3336.72,R,r,truck,43489,cruise
83421,3336.84,L,r,truck,43509,overdrive
83677,3347.08,L,r,truck,43582,cruise
83919,3356.76,R,r,truck,43710,cruise
84131,3365.24,R,r,truck,43800,overdrive
84549,3381.96,R,l,car,43957,overdrive
84604,3384.16,R,m,car,43969,overdrive
84611,3384.44,R,l,car,43971,overdrive
84740,3389.6,R,l,car,44016,overdrive
84792,3391.68,R,l,car,44021,overdrive
84815,3392.6,L,r,truck,44009,cruise
84896,3395.84,L,m,car,44058,overdrive
84933,3397.32,R,r,car,44076,cruise
85093,3403.72,L,m,car,44127,overdrive
85096,3403.84,L,r,truck,44121,cruise
85108,3404.32,R,r,bus,44129,cruise
85161,3406.44,L,m,car,44156,overdrive
85220,3408.8,L,m,car,44185,overdrive
85791,3431.64,R,r,bus,44460,cruise
85802,3432.08,R,l,car,44469,overdrive
85878,3435.12,R,l,car,44516,overdrive
85963,3438.52,L,r,truck,44508,cruise
86265,3450.6,R,m,truck,44709,cruise
86436,3457.44,R,m,car,44785,overdrive
86441,3457.64,R,l,car,44786,overdrive
86470,3458.8,L,r,truck,44788,cruise
86508,3460.32,R,l,car,44820,overdrive
86546,3461.84,L,r,truck,44806,cruise
86732,3469.28,L,r,truck,44940,cruise
86740,3469.6,L,l,car,44961,overdrive
86767,3470.68,R,l,truck,45002,overdrive
86808,3472.32,L,l,car,45028,overdrive
86844,3473.76,R,m,truck,45049,cruise
86927,3477.08,L,r,truck,45040,cruise
86971,3478.84,L,m,car,45130,overdrive
87053,3482.12,L,m,car,45188,overdrive
87198,3487.92,R,r,truck,45262,cruise
87229,3489.16,L,m,car,45329,overdrive
87370,3494.8,L,m,truck,45416,overdrive
87417,3496.68,R,l,truck,45440,cruise
87453,3498.12,L,m,car,45457,overdrive
87902,3516.08,L,m,truck,45714,overdrive
87972,3518.88,R,m,car,45756,overdrive
87997,3519.88,R,m,car,45769,overdrive
88322,3532.88,L,m,car,45985,overdrive
88370,3534.8,R,r,truck,46002,cruise
88401,3536.04,L,r,truck,46044,overdrive
88584,3543.36,L,r,truck,46139,cruise
88585,3543.4,L,r,truck,46128,cruise
88646,3545.84,R,l,car,46190,overdrive
88687,3547.48,L,r,truck,46209,cruise
88729,3549.16,L,r,truck,46183,cruise
88844,3553.76,L,m,truck,46266,overdrive
88952,3558.08,L,m,car,46260,overdrive
89062,3562.48,R,l,car,46404,overdrive
89147,3565.88,L,r,truck,46412,overdrive
89162,3566.48,R,m,car,46454,overdrive
89399,3575.96,L,r,bus,46532,cruise
89592,3583.68,R,r,car,46629,cruise
89992,3599.68,R,m,bus,46862,overdrive
