frame_index,time,road,vehicle_class,vehicle_id,"track_type,"
600,24.0,R,car,249,in
600,24.0,L,car,250,in
600,24.0,L,car,211,out
600,24.0,R,car,178,out
600,24.0,L,car,229,out
625,25.0,R,car,257,in
625,25.0,L,car,260,in
625,25.0,R,car,112,out
625,25.0,L,truck,216,out
625,25.0,R,car,236,out
650,26.0,R,truck,255,in
650,26.0,R,car,263,in
650,26.0,R,car,269,in
650,26.0,L,car,224,out
650,26.0,R,car,248,out
650,26.0,R,car,257,out
675,27.0,R,car,276,in
675,27.0,R,car,281,in
675,27.0,R,car,269,out
700,28.0,R,car,224,in
700,28.0,R,truck,291,in
700,28.0,R,car,246,out
700,28.0,R,car,249,out
700,28.0,L,car,250,out
700,28.0,R,car,281,out
725,29.0,R,car,304,in
725,29.0,R,car,305,in
725,29.0,L,car,307,in
725,29.0,R,car,263,out
725,29.0,R,car,224,out
725,29.0,R,truck,291,out
750,30.0,R,car,246,in
750,30.0,R,car,272,in
750,30.0,L,car,316,in
750,30.0,L,truck,318,in
750,30.0,L,car,260,out
750,30.0,R,truck,255,out
750,30.0,R,car,304,out
750,30.0,R,car,305,out
775,31.0,R,car,320,in
775,31.0,R,car,329,in
775,31.0,L,car,330,in
775,31.0,R,car,276,out
775,31.0,R,car,246,out
775,31.0,R,car,272,out
775,31.0,L,car,316,out
775,31.0,L,truck,318,out
800,32.0,R,car,246,in
800,32.0,R,car,341,in
800,32.0,L,car,330,out
825,33.0,L,car,346,in
825,33.0,R,car,320,out
825,33.0,R,car,329,out
850,34.0,R,car,320,in
850,34.0,R,car,344,in
850,34.0,R,car,349,in
850,34.0,R,car,350,in
850,34.0,L,car,307,out
850,34.0,R,car,246,out
850,34.0,L,car,346,out
875,35.0,L,car,362,in
875,35.0,R,car,341,out
875,35.0,R,car,320,out
900,36.0,R,car,365,in
900,36.0,R,car,349,out
900,36.0,R,car,350,out
925,37.0,R,car,350,in
925,37.0,R,truck,377,in
925,37.0,R,car,380,in
925,37.0,R,car,382,in
925,37.0,R,car,385,in
925,37.0,R,car,344,out
925,37.0,R,car,365,out
950,38.0,R,car,374,in
950,38.0,R,car,387,in
950,38.0,L,car,394,in
950,38.0,L,car,362,out
950,38.0,R,truck,377,out
950,38.0,R,car,382,out
975,39.0,L,truck,377,in
975,39.0,L,truck,408,in
975,39.0,L,truck,415,in
975,39.0,R,car,350,out
1000,40.0,R,car,407,in
1000,40.0,R,car,426,in
1000,40.0,R,car,380,out
1000,40.0,R,car,385,out
1000,40.0,R,car,374,out
1000,40.0,R,car,387,out
1000,40.0,L,truck,377,out
1025,41.0,R,truck,419,in
1025,41.0,R,car,430,in
1025,41.0,R,car,441,in
1025,41.0,R,truck,445,in
1025,41.0,R,car,448,in
1025,41.0,L,car,394,out
1025,41.0,L,truck,408,out
1025,41.0,R,car,407,out
1050,42.0,R,car,453,in
1050,42.0,R,car,466,in
1050,42.0,L,car,467,in
1050,42.0,L,truck,415,out
1050,42.0,R,truck,419,out
1050,42.0,R,car,448,out
1075,43.0,R,car,476,in
1075,43.0,R,car,479,in
1075,43.0,R,truck,481,in
1075,43.0,L,car,467,out
1100,44.0,R,truck,415,in
1100,44.0,R,car,484,in
1100,44.0,R,truck,492,in
1100,44.0,R,bus,493,in
1100,44.0,R,car,499,in
1100,44.0,L,car,500,in
1100,44.0,R,car,426,out
1100,44.0,R,car,430,out
1100,44.0,R,car,479,out
1100,44.0,R,truck,481,out
1125,45.0,R,car,441,out
1125,45.0,R,truck,445,out
1125,45.0,R,car,476,out
1125,45.0,R,truck,415,out
1125,45.0,R,car,484,out
1125,45.0,R,truck,492,out
1125,45.0,L,car,500,out
1150,46.0,R,truck,415,in
1150,46.0,R,truck,526,in
1150,46.0,R,car,532,in
1150,46.0,R,car,537,in
1175,47.0,R,truck,508,in
1175,47.0,R,car,545,in
1175,47.0,L,car,548,in
1175,47.0,R,car,551,in
1175,47.0,R,car,558,in
1175,47.0,R,car,453,out
1175,47.0,R,bus,493,out
1175,47.0,R,truck,415,out
1200,48.0,L,truck,572,in
1200,48.0,L,car,577,in
1200,48.0,R,car,466,out
1200,48.0,R,truck,526,out
1200,48.0,R,car,537,out
1200,48.0,R,truck,508,out
1200,48.0,R,car,558,out
1225,49.0,R,truck,415,in
1225,49.0,R,truck,579,in
1225,49.0,R,car,581,in
1225,49.0,R,car,588,in
1225,49.0,R,car,589,in
1225,49.0,R,car,499,out
1225,49.0,R,car,545,out
1225,49.0,R,car,551,out
1225,49.0,L,car,577,out
1250,50.0,R,bus,493,in
1250,50.0,L,car,595,in
1250,50.0,L,car,602,in
1250,50.0,L,truck,603,in
1250,50.0,R,car,532,out
1250,50.0,L,truck,572,out
1250,50.0,R,truck,415,out
1250,50.0,R,car,588,out
1250,50.0,R,car,589,out
1275,51.0,R,car,545,in
1275,51.0,R,car,589,in
1275,51.0,R,truck,612,in
1275,51.0,L,car,616,in
1275,51.0,R,car,619,in
1275,51.0,L,truck,623,in
1275,51.0,L,car,548,out
1275,51.0,R,car,581,out
1275,51.0,R,bus,493,out
1275,51.0,L,car,602,out
1275,51.0,L,truck,603,out
1300,52.0,R,bus,493,in
1300,52.0,R,car,581,in
1300,52.0,R,car,642,in
1300,52.0,R,car,545,out
1300,52.0,R,car,589,out
1300,52.0,L,car,616,out
1300,52.0,R,car,619,out
1300,52.0,L,truck,623,out
1325,53.0,R,truck,650,in
1325,53.0,R,car,656,in
1325,53.0,L,car,595,out
1325,53.0,R,bus,493,out
1325,53.0,R,car,581,out
1350,54.0,R,car,661,in
1350,54.0,R,car,674,in
1350,54.0,R,bus,676,in
1350,54.0,R,truck,579,out
1350,54.0,R,truck,612,out
1350,54.0,R,car,642,out
1350,54.0,R,truck,650,out
1350,54.0,R,car,656,out
1400,56.0,L,car,685,in
1400,56.0,R,car,691,in
1400,56.0,R,car,693,in
1400,56.0,R,bus,676,out
1425,57.0,L,car,694,in
1425,57.0,R,car,661,out
1425,57.0,R,car,674,out
1425,57.0,L,car,685,out
1450,58.0,L,bus,713,in
1450,58.0,R,car,691,out
1450,58.0,R,car,693,out
1450,58.0,L,car,694,out
1475,59.0,R,truck,720,in
1475,59.0,R,car,721,in
1500,60.0,R,truck,720,out
1525,61.0,R,truck,727,in
1525,61.0,R,car,729,in
1525,61.0,R,car,721,out
1550,62.0,L,car,733,in
1550,62.0,L,car,734,in
1550,62.0,R,truck,735,in
1550,62.0,L,bus,713,out
1550,62.0,R,car,729,out
1575,63.0,R,car,741,in
1575,63.0,L,car,733,out
1600,64.0,R,car,746,in
1600,64.0,R,car,747,in
1600,64.0,L,car,734,out
1600,64.0,R,car,741,out
1625,65.0,R,car,755,in
1625,65.0,R,car,758,in
1625,65.0,R,car,759,in
1625,65.0,L,car,763,in
1625,65.0,R,truck,727,out
1625,65.0,R,truck,735,out
1625,65.0,R,car,746,out
1650,66.0,L,car,760,in
1650,66.0,R,car,764,in
1650,66.0,R,car,765,in
1650,66.0,L,car,773,in
1650,66.0,R,car,758,out
1675,67.0,R,car,780,in
1675,67.0,R,car,792,in
1675,67.0,R,car,796,in
1675,67.0,R,car,797,in
1675,67.0,L,car,798,in
1675,67.0,R,car,755,out
1675,67.0,R,car,764,out
1675,67.0,L,car,773,out
1700,68.0,R,car,802,in
1700,68.0,R,car,747,out
1700,68.0,R,car,759,out
1700,68.0,L,car,760,out
1700,68.0,R,car,765,out
1700,68.0,R,car,780,out
1700,68.0,R,car,797,out
1700,68.0,L,car,798,out
1725,69.0,R,car,759,in
1725,69.0,R,car,816,in
1725,69.0,L,car,837,in
1725,69.0,R,car,792,out
1725,69.0,R,car,802,out
1750,70.0,R,car,780,in
1750,70.0,R,car,797,in
1750,70.0,R,car,839,in
1750,70.0,R,car,840,in
1750,70.0,R,car,841,in
1750,70.0,L,car,763,out
1750,70.0,R,car,796,out
1750,70.0,R,car,816,out
1775,71.0,R,car,846,in
1775,71.0,R,car,847,in
1775,71.0,L,truck,852,in
1775,71.0,R,car,780,out
1775,71.0,R,car,797,out
1775,71.0,R,car,839,out
1775,71.0,R,car,840,out
1775,71.0,R,car,841,out
1800,72.0,R,car,780,in
1800,72.0,R,car,839,in
1800,72.0,R,truck,856,in
1800,72.0,R,car,866,in
1800,72.0,R,truck,868,in
1800,72.0,R,car,869,in
1800,72.0,R,car,759,out
1800,72.0,R,car,846,out
1800,72.0,R,car,847,out
1800,72.0,L,truck,852,out
1825,73.0,L,car,876,in
1825,73.0,R,car,780,out
1825,73.0,R,car,866,out
1825,73.0,R,car,869,out
1850,74.0,L,car,837,out
1850,74.0,R,car,839,out
1850,74.0,R,truck,856,out
1875,75.0,R,car,847,in
1875,75.0,L,car,892,in
1875,75.0,R,truck,893,in
1900,76.0,L,car,894,in
1900,76.0,R,truck,868,out
1900,76.0,L,car,876,out
1900,76.0,R,car,847,out
1900,76.0,L,car,892,out
1900,76.0,R,truck,893,out
1925,77.0,R,car,911,in
1925,77.0,L,car,894,out
1950,78.0,R,truck,893,in
1950,78.0,R,car,927,in
1950,78.0,L,car,931,in
1950,78.0,L,bus,935,in
1950,78.0,R,car,911,out
1975,79.0,R,bus,940,in
1975,79.0,L,car,931,out
1975,79.0,L,bus,935,out
2000,80.0,L,car,958,in
2000,80.0,R,truck,893,out
2000,80.0,R,car,927,out
2000,80.0,R,bus,940,out
2025,81.0,L,car,974,in
2050,82.0,R,car,981,in
2050,82.0,L,truck,983,in
2050,82.0,R,car,984,in
2075,83.0,R,car,981,out
2075,83.0,R,car,984,out
2100,84.0,R,truck,997,in
2100,84.0,R,truck,1010,in
2100,84.0,R,car,1011,in
2100,84.0,R,car,1013,in
2100,84.0,L,truck,1020,in
2100,84.0,L,car,958,out
2100,84.0,L,truck,983,out
2125,85.0,R,car,1024,in
2125,85.0,L,car,1025,in
2125,85.0,L,car,974,out
2125,85.0,R,car,1011,out
2150,86.0,R,truck,997,out
2150,86.0,R,car,1013,out
2150,86.0,R,car,1024,out
2150,86.0,L,car,1025,out
2175,87.0,R,truck,997,in
2175,87.0,R,car,1013,in
2175,87.0,R,car,1052,in
2175,87.0,L,truck,1054,in
2200,88.0,R,truck,1056,in
2200,88.0,R,car,1064,in
2200,88.0,R,truck,1065,in
2200,88.0,R,car,1068,in
2200,88.0,L,car,1074,in
2200,88.0,L,truck,1020,out
2200,88.0,R,truck,997,out
2200,88.0,R,car,1013,out
2200,88.0,R,car,1052,out
2200,88.0,L,truck,1054,out
2225,89.0,R,car,1069,in
2225,89.0,R,car,1077,in
2225,89.0,R,truck,1010,out
2225,89.0,R,car,1064,out
2225,89.0,R,truck,1065,out
2225,89.0,R,car,1068,out
2225,89.0,L,car,1074,out
2250,90.0,R,truck,1065,in
2250,90.0,R,truck,1093,in
2250,90.0,R,car,1095,in
2250,90.0,L,truck,1097,in
2250,90.0,R,truck,1099,in
2250,90.0,R,car,1069,out
2275,91.0,R,car,1069,in
2275,91.0,R,car,1102,in
2275,91.0,R,truck,1103,in
2275,91.0,L,car,1110,in
2275,91.0,R,car,1111,in
2275,91.0,R,truck,1113,in
2275,91.0,R,car,1116,in
2275,91.0,L,car,1117,in
2275,91.0,R,truck,1056,out
2275,91.0,R,car,1077,out
2275,91.0,R,truck,1065,out
2275,91.0,R,truck,1099,out
2300,92.0,R,truck,1065,in
2300,92.0,R,car,1077,in
2300,92.0,L,car,1130,in
2300,92.0,L,truck,1140,in
2300,92.0,L,car,1143,in
2300,92.0,R,car,1095,out
2300,92.0,L,truck,1097,out
2300,92.0,R,car,1069,out
2300,92.0,R,truck,1103,out
2300,92.0,L,car,1110,out
2300,92.0,R,car,1111,out
2300,92.0,R,truck,1113,out
2300,92.0,L,car,1117,out
2325,93.0,L,car,1069,in
2325,93.0,R,truck,1113,in
2325,93.0,R,bus,1148,in
2325,93.0,R,truck,1157,in
2325,93.0,R,truck,1093,out
2325,93.0,R,car,1102,out
2325,93.0,R,car,1077,out
2325,93.0,L,car,1130,out
2325,93.0,L,truck,1140,out
2325,93.0,L,car,1143,out
2350,94.0,R,car,1102,in
2350,94.0,R,car,1144,in
2350,94.0,L,car,1169,in
2350,94.0,R,car,1173,in
2350,94.0,L,bus,1178,in
2350,94.0,R,truck,1113,out
2350,94.0,R,bus,1148,out
2375,95.0,R,car,1116,out
2375,95.0,R,truck,1065,out
2375,95.0,L,car,1069,out
2375,95.0,R,truck,1157,out
2375,95.0,R,car,1102,out
2375,95.0,R,car,1144,out
2375,95.0,L,car,1169,out
2375,95.0,L,bus,1178,out
2400,96.0,L,truck,1157,in
2400,96.0,R,car,1194,in
2400,96.0,L,truck,1195,in
2400,96.0,R,car,1197,in
2400,96.0,R,car,1198,in
2400,96.0,L,truck,1207,in
2400,96.0,R,car,1209,in
2425,97.0,L,car,1225,in
2425,97.0,L,car,1226,in
2425,97.0,R,car,1234,in
2425,97.0,L,car,1237,in
2425,97.0,R,car,1173,out
2425,97.0,R,car,1194,out
2425,97.0,L,truck,1207,out
2450,98.0,L,car,1243,in
2450,98.0,L,truck,1254,in
2450,98.0,R,truck,1256,in
2450,98.0,L,truck,1157,out
2450,98.0,R,car,1197,out
2450,98.0,R,car,1209,out
2450,98.0,L,car,1225,out
2450,98.0,L,car,1226,out
2450,98.0,R,car,1234,out
2450,98.0,L,car,1237,out
2475,99.0,R,car,1197,in
2475,99.0,L,truck,1263,in
2475,99.0,R,car,1265,in
2475,99.0,L,truck,1195,out
2475,99.0,R,truck,1256,out
2500,100.0,R,truck,1268,in
2500,100.0,R,truck,1273,in
2500,100.0,R,car,1275,in
2500,100.0,L,truck,1276,in
2500,100.0,L,car,1278,in
2500,100.0,R,car,1198,out
2500,100.0,L,car,1243,out
2500,100.0,R,car,1197,out
2500,100.0,L,truck,1263,out
2525,101.0,R,car,1287,in
2525,101.0,R,car,1288,in
2525,101.0,L,truck,1254,out
2525,101.0,L,truck,1276,out
2525,101.0,L,car,1278,out
2550,102.0,R,car,1292,in
2550,102.0,R,car,1298,in
2550,102.0,R,car,1302,in
2550,102.0,R,car,1307,in
2550,102.0,L,car,1309,in
2550,102.0,R,car,1265,out
2550,102.0,R,truck,1273,out
2550,102.0,R,car,1288,out
2575,103.0,R,truck,1303,in
2575,103.0,L,truck,1327,in
2575,103.0,R,truck,1329,in
2575,103.0,L,car,1331,in
2575,103.0,L,car,1332,in
2575,103.0,R,car,1307,out
2575,103.0,L,car,1309,out
2600,104.0,R,car,1337,in
2600,104.0,R,car,1343,in
2600,104.0,L,truck,1344,in
2600,104.0,R,car,1348,in
2600,104.0,L,car,1350,in
2600,104.0,L,truck,1352,in
2600,104.0,R,truck,1268,out
2600,104.0,R,car,1302,out
2600,104.0,L,truck,1327,out
2600,104.0,R,truck,1329,out
2600,104.0,L,car,1331,out
2625,105.0,R,car,1357,in
2625,105.0,R,car,1361,in
2625,105.0,R,car,1275,out
2625,105.0,R,car,1298,out
2625,105.0,R,truck,1303,out
2625,105.0,L,car,1350,out
2650,106.0,L,truck,1372,in
2650,106.0,L,car,1381,in
2650,106.0,R,car,1383,in
2650,106.0,R,car,1384,in
2650,106.0,L,car,1390,in
2650,106.0,R,car,1287,out
2650,106.0,R,car,1337,out
2650,106.0,L,truck,1352,out
2650,106.0,R,car,1357,out
2675,107.0,R,car,1414,in
2675,107.0,R,car,1292,out
2675,107.0,R,car,1343,out
2675,107.0,R,car,1383,out
2675,107.0,L,car,1390,out
2700,108.0,R,car,1275,in
2700,108.0,R,car,1292,in
2700,108.0,R,car,1392,in
2700,108.0,R,car,1420,in
2700,108.0,R,car,1423,in
2700,108.0,L,car,1428,in
2700,108.0,L,truck,1432,in
2700,108.0,R,car,1348,out
2700,108.0,L,truck,1372,out
2700,108.0,R,car,1384,out
2700,108.0,R,car,1414,out
2725,109.0,R,car,1348,in
2725,109.0,R,car,1384,in
2725,109.0,R,truck,1444,in
2725,109.0,R,car,1448,in
2725,109.0,L,car,1332,out
2725,109.0,R,car,1275,out
2725,109.0,R,car,1292,out
2725,109.0,R,car,1420,out
2725,109.0,L,truck,1432,out
2750,110.0,R,truck,1449,in
2750,110.0,R,car,1452,in
2750,110.0,R,car,1453,in
2750,110.0,R,car,1457,in
2750,110.0,R,car,1459,in
2750,110.0,L,truck,1344,out
2750,110.0,L,car,1428,out
2750,110.0,R,car,1348,out
2750,110.0,R,car,1448,out
2775,111.0,R,car,1420,in
2775,111.0,R,car,1483,in
2775,111.0,R,car,1361,out
2775,111.0,L,car,1381,out
2775,111.0,R,car,1423,out
2775,111.0,R,car,1384,out
2775,111.0,R,car,1453,out
2775,111.0,R,car,1457,out
2800,112.0,L,car,1466,in
2800,112.0,R,car,1488,in
2800,112.0,R,truck,1499,in
2800,112.0,R,car,1392,out
2800,112.0,R,car,1483,out
2825,113.0,R,car,1509,in
2825,113.0,R,car,1452,out
2850,114.0,R,truck,1520,in
2850,114.0,R,car,1529,in
2850,114.0,R,truck,1444,out
2850,114.0,L,car,1466,out
2850,114.0,R,car,1488,out
2850,114.0,R,car,1509,out
2875,115.0,R,car,1535,in
2875,115.0,L,car,1542,in
2875,115.0,R,car,1459,out
2875,115.0,R,car,1420,out
2875,115.0,R,car,1529,out
2900,116.0,R,car,1546,in
2900,116.0,R,truck,1549,in
2900,116.0,L,truck,1551,in
2900,116.0,R,truck,1499,out
2900,116.0,L,car,1542,out
2925,117.0,R,truck,1552,in
2925,117.0,L,truck,1551,out
2950,118.0,R,car,1563,in
2950,118.0,R,car,1568,in
2950,118.0,R,truck,1449,out
2950,118.0,R,car,1546,out
2950,118.0,R,truck,1549,out
2975,119.0,R,truck,1579,in
2975,119.0,R,car,1580,in
2975,119.0,R,car,1583,in
2975,119.0,R,car,1535,out
3000,120.0,R,truck,1593,in
3000,120.0,R,car,1597,in
3000,120.0,R,truck,1520,out
3025,121.0,R,car,1608,in
3025,121.0,R,car,1610,in
3025,121.0,R,truck,1552,out
3025,121.0,R,car,1563,out
3025,121.0,R,car,1568,out
3025,121.0,R,car,1583,out
3025,121.0,R,truck,1593,out
3050,122.0,R,car,1619,in
3050,122.0,L,car,1620,in
3050,122.0,R,car,1597,out
3075,123.0,R,car,1597,in
3075,123.0,R,car,1631,in
3075,123.0,R,car,1580,out
3075,123.0,R,car,1610,out
3100,124.0,R,car,1568,in
3100,124.0,R,truck,1646,in
3100,124.0,R,truck,1579,out
3125,125.0,R,car,1580,in
3125,125.0,R,car,1651,in
3125,125.0,R,car,1608,out
3125,125.0,R,car,1597,out
3125,125.0,R,car,1631,out
3125,125.0,R,car,1568,out
3150,126.0,R,car,1631,in
3150,126.0,R,bus,1658,in
3150,126.0,L,car,1620,out
3175,127.0,R,car,1662,in
3175,127.0,L,car,1663,in
3175,127.0,R,car,1619,out
3175,127.0,R,car,1631,out
3200,128.0,R,car,1619,in
3200,128.0,R,car,1669,in
3200,128.0,R,car,1672,in
3200,128.0,R,truck,1646,out
3200,128.0,R,car,1580,out
3200,128.0,R,bus,1658,out
3225,129.0,R,car,1681,in
3225,129.0,R,car,1682,in
3225,129.0,R,car,1651,out
3250,130.0,R,car,1684,in
3250,130.0,R,car,1686,in
3250,130.0,L,truck,1687,in
3250,130.0,R,car,1662,out
3250,130.0,R,car,1619,out
3250,130.0,R,car,1669,out
3250,130.0,R,car,1672,out
3250,130.0,R,car,1682,out
3275,131.0,R,car,1619,in
3275,131.0,R,car,1662,in
3275,131.0,R,car,1682,in
3275,131.0,R,car,1697,in
3275,131.0,R,car,1699,in
3275,131.0,R,car,1703,in
3275,131.0,R,car,1706,in
3275,131.0,R,car,1681,out
3275,131.0,L,truck,1687,out
3300,132.0,R,car,1716,in
3300,132.0,R,truck,1717,in
3300,132.0,L,car,1720,in
3300,132.0,L,car,1663,out
3300,132.0,R,car,1619,out
3300,132.0,R,car,1662,out
3300,132.0,R,car,1682,out
3300,132.0,R,car,1703,out
3300,132.0,R,car,1706,out
3325,133.0,R,car,1681,in
3325,133.0,L,truck,1724,in
3325,133.0,L,car,1726,in
3325,133.0,R,car,1686,out
3325,133.0,R,car,1716,out
3350,134.0,R,car,1733,in
3350,134.0,R,car,1684,out
3350,134.0,L,truck,1724,out
3350,134.0,L,car,1726,out
3375,135.0,R,car,1619,in
3375,135.0,R,car,1672,in
3375,135.0,R,car,1684,in
3375,135.0,R,car,1699,out
3375,135.0,R,truck,1717,out
3375,135.0,L,car,1720,out
3375,135.0,R,car,1681,out
3375,135.0,R,car,1733,out
3400,136.0,R,car,1681,in
3400,136.0,R,car,1720,in
3400,136.0,R,car,1744,in
3400,136.0,R,car,1697,out
3400,136.0,R,car,1684,out
3425,137.0,R,car,1697,in
3425,137.0,R,car,1699,in
3425,137.0,R,truck,1717,in
3425,137.0,R,car,1733,in
3425,137.0,L,bus,1745,in
3425,137.0,R,truck,1754,in
3425,137.0,L,car,1756,in
3425,137.0,R,car,1619,out
3425,137.0,R,car,1681,out
3425,137.0,R,car,1720,out
3450,138.0,R,car,1755,in
3450,138.0,R,car,1764,in
3450,138.0,R,truck,1766,in
3450,138.0,R,car,1672,out
3450,138.0,R,car,1699,out
3475,139.0,R,truck,1717,out
3475,139.0,R,truck,1754,out
3475,139.0,L,car,1756,out
3475,139.0,R,truck,1766,out
3500,140.0,L,car,1775,in
3500,140.0,R,car,1776,in
3500,140.0,R,car,1697,out
3500,140.0,R,car,1733,out
3500,140.0,L,bus,1745,out
3500,140.0,R,car,1755,out
3500,140.0,R,car,1764,out
3525,141.0,R,car,1697,in
3525,141.0,R,car,1755,in
3525,141.0,L,car,1784,in
3525,141.0,R,car,1787,in
3525,141.0,R,car,1790,in
3525,141.0,R,car,1744,out
3525,141.0,L,car,1775,out
3525,141.0,R,car,1776,out
3550,142.0,R,car,1744,in
3550,142.0,R,car,1795,in
3550,142.0,R,car,1697,out
3550,142.0,R,car,1755,out
3550,142.0,R,car,1787,out
3575,143.0,R,car,1797,in
3575,143.0,L,car,1799,in
3575,143.0,L,car,1784,out
3575,143.0,R,car,1744,out
3625,145.0,R,car,1787,in
3625,145.0,R,car,1804,in
3625,145.0,R,car,1790,out
3625,145.0,L,car,1799,out
3650,146.0,R,car,1799,in
3650,146.0,R,car,1807,in
3650,146.0,R,car,1795,out
3650,146.0,R,car,1787,out
3675,147.0,R,car,1787,in
3675,147.0,R,car,1814,in
3675,147.0,R,car,1799,out
3675,147.0,R,car,1807,out
3700,148.0,R,car,1820,in
3700,148.0,R,car,1797,out
3700,148.0,R,car,1804,out
3700,148.0,R,car,1787,out
3700,148.0,R,car,1814,out
3725,149.0,R,car,1825,in
3725,149.0,R,truck,1828,in
3725,149.0,R,car,1830,in
3725,149.0,R,car,1820,out
3750,150.0,L,car,1844,in
3775,151.0,L,car,1846,in
3775,151.0,R,car,1825,out
3775,151.0,R,car,1830,out
3775,151.0,L,car,1844,out
3825,153.0,R,car,1865,in
3825,153.0,L,car,1871,in
3825,153.0,R,truck,1828,out
3825,153.0,L,car,1846,out
3850,154.0,R,car,1865,out
3875,155.0,L,car,1892,in
3875,155.0,L,car,1871,out
3900,156.0,R,car,1904,in
3900,156.0,L,car,1906,in
3900,156.0,R,car,1911,in
3900,156.0,L,car,1892,out
3925,157.0,L,truck,1902,in
3925,157.0,L,car,1925,in
3925,157.0,R,car,1911,out
3950,158.0,R,car,1932,in
3950,158.0,R,car,1935,in
3950,158.0,R,car,1939,in
3950,158.0,L,car,1925,out
3975,159.0,R,car,1945,in
3975,159.0,L,car,1952,in
3975,159.0,L,car,1906,out
3975,159.0,R,car,1932,out
3975,159.0,R,car,1935,out
3975,159.0,R,car,1939,out
4000,160.0,R,car,1943,in
4000,160.0,L,truck,1902,out
4000,160.0,L,car,1952,out
4025,161.0,R,car,1935,in
4025,161.0,R,car,1949,in
4025,161.0,R,car,1976,in
4025,161.0,R,car,1977,in
4025,161.0,R,car,1978,in
4025,161.0,R,car,1943,out
4050,162.0,R,car,1980,in
4050,162.0,R,truck,1988,in
4050,162.0,R,car,1989,in
4050,162.0,R,car,1945,out
4050,162.0,R,car,1935,out
4050,162.0,R,car,1978,out
4075,163.0,R,car,1904,out
4075,163.0,R,car,1949,out
4075,163.0,R,car,1976,out
4075,163.0,R,truck,1988,out
4100,164.0,R,car,1977,out
4100,164.0,R,car,1980,out
4100,164.0,R,car,1989,out
4125,165.0,R,car,1949,in
4125,165.0,R,car,2004,in
4125,165.0,L,car,2005,in
4150,166.0,R,car,2008,in
4175,167.0,R,car,2013,in
4175,167.0,L,truck,2019,in
