frame_index,time,road,vehicle_class,vehicle_id,speed,interval_time,lane
1909,76.36,L,truck,813,79.41176470588235,1.0,r
1936,77.44,R,car,876,71.05263157894737,1.84,l
1947,77.88,R,car,888,75.0,1.68,m
1948,77.92,R,truck,892,61.36363636363637,1.56,r
1992,79.68,L,truck,852,75.0,1.76,r
2012,80.48,R,truck,911,46.55172413793104,2.6,m
2037,81.48,R,car,940,84.375,1.8,r
2051,82.04,L,car,936,90.0,4.6,l
2051,82.04,R,truck,942,61.36363636363637,1.56,m
2057,82.28,R,car,941,61.36363636363637,0.24,l
2072,82.88,L,car,947,96.42857142857142,0.84,m
2073,82.92,R,car,959,64.28571428571429,0.04,m
2107,84.28,L,car,958,90.0,1.36,m
2109,84.36,L,car,977,96.42857142857142,2.08,l
2109,84.36,R,car,979,61.36363636363637,0.0,l
2136,85.44,R,car,994,75.0,1.16,m
2139,85.56,R,car,1003,75.0,1.2,l
2141,85.64,L,car,951,96.42857142857142,0.2,m
2151,86.04,L,car,1000,90.0,0.48,l
2155,86.2,R,truck,1016,50.0,4.72,r
2166,86.64,R,bus,1018,71.05263157894737,1.0,m
2166,86.64,R,car,1029,67.5,0.6,l
2169,86.76,L,car,992,90.0,0.56,r
2175,87.0,L,car,1030,96.42857142857142,0.36,l
2197,87.88,R,car,1047,67.5,1.24,m
2204,88.16,R,car,1055,71.05263157894737,1.16,l
2213,88.52,L,car,1056,84.375,0.64,m
2221,88.84,R,car,1067,75.0,2.08,r
2236,89.44,L,car,1063,90.0,1.28,l
2237,89.48,R,car,1065,75.0,0.04,l
2269,90.76,R,car,1072,64.28571428571429,2.24,m
2286,91.44,L,car,1089,90.0,1.96,l
2295,91.8,R,car,1084,71.05263157894737,2.96,r
2300,92.0,R,car,1086,64.28571428571429,1.24,m
2301,92.04,R,car,1082,67.5,0.6,l
2304,92.16,L,truck,1069,103.84615384615384,0.16,m
2304,92.16,L,car,1103,90.0,0.12,l
2319,92.76,R,car,1108,67.5,0.96,r
2330,93.2,L,bus,1124,450.0,0.44,r
2343,93.72,R,car,1111,71.05263157894737,0.52,r
2347,93.88,R,car,1113,64.28571428571429,1.72,m
2381,95.24,R,car,1126,51.92307692307692,3.08,l
2385,95.4,L,truck,1101,71.05263157894737,1.68,r
2403,96.12,R,car,1141,54.0,0.88,l
2420,96.8,R,car,1167,75.0,1.4,r
2422,96.88,R,truck,1162,67.5,3.0,m
2439,97.56,R,car,1164,51.92307692307692,1.44,l
2446,97.84,R,truck,1182,71.05263157894737,1.04,r
2484,99.36,R,car,1185,50.0,1.8,l
2515,100.6,R,car,1212,75.0,3.72,m
2520,100.8,L,truck,1191,64.28571428571429,2.96,r
2536,101.44,R,car,1221,79.41176470588235,0.64,r
2550,102.0,R,car,1216,48.21428571428571,2.64,l
2562,102.48,L,car,1244,90.0,0.48,l
2566,102.64,R,truck,1248,75.0,2.04,m
2617,104.68,R,car,1265,58.69565217391304,2.2,l
2624,104.96,L,car,1280,96.42857142857142,0.28,l
2638,105.52,R,truck,1296,67.5,4.08,r
2644,105.76,L,truck,1270,75.0,0.24,r
2653,106.12,L,truck,1290,67.5,3.48,m
2656,106.24,R,bus,1283,64.28571428571429,0.12,m
2659,106.36,R,car,1305,71.05263157894737,1.4,l
2665,106.6,L,car,1312,96.42857142857142,0.24,l
2671,106.84,R,truck,1316,71.05263157894737,1.08,r
2675,107.0,R,bus,1321,58.69565217391304,0.16,r
2703,108.12,R,car,1331,75.0,1.12,r
2710,108.4,R,car,1326,64.28571428571429,2.16,m
2728,109.12,R,car,1337,64.28571428571429,2.52,l
2735,109.4,R,car,1342,67.5,1.0,m
2742,109.68,R,car,1349,75.0,1.56,r
2748,109.92,R,truck,1347,54.0,0.24,r
2751,110.04,L,truck,1311,75.0,0.64,m
2778,111.12,R,car,1363,61.36363636363637,2.0,l
2780,111.2,L,car,1379,90.0,0.08,l
2797,111.88,R,car,1394,71.05263157894737,1.84,m
2803,112.12,R,truck,1405,79.41176470588235,2.2,r
2828,113.12,R,car,1413,67.5,1.92,l
2836,113.44,R,truck,1432,79.41176470588235,1.32,r
2852,114.08,R,car,1438,84.375,2.2,m
2863,114.52,L,car,1374,84.375,1.4,l
2875,115.0,R,car,1445,67.5,0.92,m
2903,116.12,R,car,1472,84.375,1.12,m
2914,116.56,R,car,1473,64.28571428571429,2.04,l
2923,116.92,R,car,1497,56.25,3.48,r
2938,117.52,R,car,1496,75.0,0.96,l
2939,117.56,L,car,1453,90.0,0.64,r
2963,118.52,L,car,1509,79.41176470588235,1.0,l
3006,120.24,R,car,1536,75.0,4.12,m
3020,120.8,R,car,1547,90.0,2.28,l
3065,122.6,R,car,1563,84.375,1.8,l
3087,123.48,R,car,1580,90.0,0.88,l
3088,123.52,R,car,1583,71.05263157894737,3.28,m
3089,123.56,L,car,1560,103.84615384615384,0.04,m
3118,124.72,R,car,1601,96.42857142857142,1.24,l
3119,124.76,L,car,1548,103.84615384615384,1.2,m
3128,125.12,L,car,1605,112.5,0.4,l
3159,126.36,R,bus,1610,71.05263157894737,8.8,r
3161,126.44,R,car,1614,84.375,1.32,l
3201,128.04,L,car,1635,103.84615384615384,1.6,l
3209,128.36,R,truck,1632,67.5,3.6,m
3211,128.44,R,car,1640,84.375,0.4,l
3260,130.4,R,truck,1670,84.375,1.96,l
3262,130.48,L,car,1644,96.42857142857142,2.12,m
3267,130.68,L,car,1577,58.69565217391304,4.32,r
3289,131.56,R,car,1678,67.5,1.08,m
3292,131.68,R,car,1683,79.41176470588235,1.28,l
3293,131.72,L,car,1627,71.05263157894737,0.16,m
3326,133.04,L,car,1702,112.5,1.36,l
3327,133.08,L,car,1671,84.375,1.36,m
3327,133.08,R,car,1697,84.375,0.04,l
3342,133.68,R,car,1704,79.41176470588235,0.6,m
3394,135.76,R,car,1726,79.41176470588235,2.68,l
3406,136.24,L,car,1740,96.42857142857142,2.56,m
3417,136.68,L,truck,1737,90.0,6.0,r
3421,136.84,L,truck,1737,1350.0,0.16,r
3424,136.96,L,car,1728,84.375,1.2,l
3437,137.48,L,car,1738,103.84615384615384,1.24,m
3519,140.76,R,car,1776,103.84615384615384,3.28,m
3523,140.92,R,car,1772,75.0,3.96,l
3542,141.68,R,car,1777,84.375,0.76,l
3589,143.56,L,truck,1771,90.0,6.72,r
3610,144.4,L,car,1794,103.84615384615384,2.72,l
3617,144.68,R,bus,1793,71.05263157894737,3.92,m
3682,147.28,R,truck,1808,79.41176470588235,3.72,r
3705,148.2,R,car,1812,79.41176470588235,3.8,l
3706,148.24,R,car,1817,96.42857142857142,3.56,m
3715,148.6,L,car,1811,79.41176470588235,0.4,l
3744,149.76,R,truck,1823,79.41176470588235,2.48,r
3751,150.04,R,truck,1825,90.0,1.8,m
3773,150.92,L,car,1828,96.42857142857142,2.32,l
3807,152.28,L,car,1851,103.84615384615384,1.36,l
3814,152.56,R,bus,1858,90.0,2.52,m
3817,152.68,R,bus,1861,96.42857142857142,0.4,l
3834,153.36,L,car,1834,96.42857142857142,0.8,m
3850,154.0,R,car,1879,90.0,1.32,l
3851,154.04,L,car,1868,122.72727272727273,4.28,r
3889,155.56,R,truck,1885,79.41176470588235,1.52,r
3893,155.72,L,car,1886,96.42857142857142,1.72,l
3910,156.4,L,truck,1892,103.84615384615384,0.68,l
3922,156.88,L,truck,1907,112.5,3.52,m
3927,157.08,R,car,1906,103.84615384615384,0.2,m
3964,158.56,L,car,1911,103.84615384615384,2.16,l
3984,159.36,L,car,1918,96.42857142857142,0.8,l
3995,159.8,L,car,1920,103.84615384615384,2.72,m
4005,160.2,L,truck,1914,75.0,4.64,r
4051,162.04,R,truck,1965,90.0,2.24,m
4069,162.76,R,truck,1971,90.0,2.56,r
4077,163.08,L,car,1937,79.41176470588235,0.32,r
4085,163.4,L,car,1969,96.42857142857142,4.04,l
4096,163.84,R,truck,1979,103.84615384615384,0.44,l
4133,165.32,R,bus,1985,96.42857142857142,3.28,m
4160,166.4,R,car,1992,112.5,2.56,l
4165,166.6,L,truck,1986,75.0,3.52,r
4175,167.0,L,car,1997,103.84615384615384,0.6,l
4268,170.72,R,car,2044,122.72727272727273,5.4,m
4298,171.92,R,car,2060,103.84615384615384,4.92,l
4301,172.04,L,car,2058,90.0,0.12,l
4310,172.4,L,car,2054,112.5,1.68,m
4319,172.76,R,truck,2090,135.0,0.36,m
4351,174.04,L,truck,2074,58.69565217391304,7.44,r
4366,174.64,L,car,2064,84.375,1.88,m
4370,174.8,L,car,2099,90.0,2.76,l
4371,174.84,R,car,2112,122.72727272727273,0.2,m
4396,175.84,L,car,2086,84.375,1.0,m
4408,176.32,L,car,2117,96.42857142857142,1.52,l
4431,177.24,R,car,2131,103.84615384615384,1.4,m
4440,177.6,L,car,2124,84.375,0.36,m
4441,177.64,L,truck,2109,71.05263157894737,3.6,r
4449,177.96,L,car,2132,96.42857142857142,1.64,l
4470,178.8,R,car,2142,96.42857142857142,1.2,m
4515,180.6,R,car,2165,103.84615384615384,2.64,l
4559,182.36,L,car,2163,96.42857142857142,3.56,m
4572,182.88,L,car,2172,75.0,2.28,l
4588,183.52,L,car,2168,96.42857142857142,1.16,m
4598,183.92,L,car,2189,75.0,1.04,l
4640,185.6,L,car,2201,103.84615384615384,2.08,m
4644,185.76,R,car,2205,96.42857142857142,1.84,l
4669,186.76,L,car,2209,90.0,1.0,l
4807,192.28,L,car,2241,96.42857142857142,5.52,l
4862,194.48,L,car,2262,96.42857142857142,2.2,l
4863,194.52,L,truck,2248,75.0,16.88,r
4881,195.24,R,car,2272,96.42857142857142,0.76,l
4901,196.04,L,car,2276,96.42857142857142,0.8,l
4934,197.36,L,car,2285,112.5,11.76,m
4966,198.64,L,car,2292,96.42857142857142,2.6,l
4977,199.08,R,car,2294,103.84615384615384,0.44,l
5017,200.68,L,car,2252,96.42857142857142,6.16,r
5024,200.96,R,car,2298,84.375,0.28,r
5107,204.28,L,car,2296,112.5,6.92,m
5114,204.56,L,car,2303,90.0,5.48,l
5199,207.96,R,truck,2343,112.5,3.4,l
5209,208.36,L,car,2319,122.72727272727273,4.08,m
5226,209.04,R,car,2348,103.84615384615384,0.68,m
5251,210.04,L,car,2353,122.72727272727273,2.08,l
5265,210.6,R,bus,2365,96.42857142857142,0.56,l
5276,211.04,R,car,2373,112.5,2.0,m
5281,211.24,L,bus,2383,450.0,10.28,r
5283,211.32,L,car,2328,75.0,0.08,r
5348,213.92,R,car,2400,122.72727272727273,3.32,l
5360,214.4,L,car,2346,90.0,3.08,r
5380,215.2,L,truck,2406,71.05263157894737,4.16,m
5380,215.2,L,truck,2425,75.0,0.0,m
5387,215.48,L,car,2397,96.42857142857142,1.56,l
5412,216.48,L,car,2446,103.84615384615384,1.0,l
5425,217.0,L,car,2440,84.375,1.8,m
5450,218.0,R,car,2470,122.72727272727273,1.52,l
5453,218.12,L,car,2461,90.0,0.12,l
5453,218.12,R,truck,2480,96.42857142857142,3.72,r
5464,218.56,R,car,2484,135.0,1.56,m
5492,219.68,L,truck,2466,79.41176470588235,1.12,m
5505,220.2,L,car,2478,112.5,2.08,r
5520,220.8,L,car,2497,90.0,2.68,l
5546,221.84,L,car,2492,96.42857142857142,1.64,r
5560,222.4,R,car,2518,122.72727272727273,1.6,l
5562,222.48,L,car,2513,90.0,0.08,l
5616,224.64,L,car,2528,90.0,2.16,l
5641,225.64,R,bus,2537,84.375,5.96,m
5647,225.88,R,car,2543,103.84615384615384,1.24,l
5684,227.36,R,truck,2547,96.42857142857142,5.52,r
5687,227.48,R,truck,2554,112.5,1.6,l
5693,227.72,L,car,2515,79.41176470588235,2.08,m
5774,230.96,R,car,2563,90.0,3.48,l
5782,231.28,R,car,2566,96.42857142857142,3.56,m
5793,231.72,R,car,2573,96.42857142857142,0.44,m
5810,232.4,R,car,2578,96.42857142857142,0.68,m
5821,232.84,R,car,2585,103.84615384615384,1.88,l
5834,233.36,L,car,2584,84.375,0.52,l
5834,233.36,L,truck,2596,90.0,0.0,l
5856,234.24,R,car,2602,90.0,1.84,m
5873,234.92,R,car,2612,96.42857142857142,0.68,m
5876,235.04,R,car,2613,96.42857142857142,1.68,l
5890,235.6,L,car,2619,84.375,0.56,l
5902,236.08,L,truck,2605,79.41176470588235,1.16,m
5909,236.36,R,car,2633,103.84615384615384,0.28,m
5960,238.4,L,car,2658,84.375,2.8,l
5964,238.56,L,car,2638,71.05263157894737,2.2,m
5981,239.24,R,car,2687,90.0,0.84,l
6003,240.12,R,car,2706,96.42857142857142,1.56,m
6014,240.56,L,car,2665,84.375,0.44,m
6023,240.92,R,car,2711,96.42857142857142,1.68,l
6051,242.04,L,car,2718,79.41176470588235,1.12,l
6059,242.36,R,truck,2733,75.0,1.8,m
6066,242.64,R,truck,2738,79.41176470588235,0.6,l
6088,243.52,L,car,2741,84.375,0.88,l
6100,244.0,L,car,2691,67.5,16.64,r
6123,244.92,L,truck,2751,270.0,2.56,m
6124,244.96,L,truck,2761,103.84615384615384,1.44,l
6132,245.28,L,truck,2780,135.0,0.36,m
6145,245.8,L,bus,2768,36.486486486486484,1.8,r
6147,245.88,L,car,2770,84.375,0.92,l
6164,246.56,R,car,2797,96.42857142857142,1.28,m
6170,246.8,R,car,2794,90.0,0.92,l
6201,248.04,L,car,2810,75.0,1.24,l
6213,248.52,R,car,2838,96.42857142857142,1.96,m
6214,248.56,L,car,2793,67.5,2.76,r
6226,249.04,R,truck,2837,79.41176470588235,0.48,r
6239,249.56,L,car,2813,64.28571428571429,1.04,m
6249,249.96,R,car,2848,103.84615384615384,0.4,m
6251,250.04,L,truck,2811,67.5,1.0,r
6265,250.6,R,car,2853,79.41176470588235,2.56,l
6288,251.52,R,car,2865,90.0,1.56,m
6314,252.56,R,car,2874,96.42857142857142,1.96,l
6340,253.6,R,bus,2888,90.0,2.08,m
6340,253.6,R,truck,2896,122.72727272727273,0.0,m
6341,253.64,R,bus,2890,112.5,3.6,r
6363,254.52,L,bus,2882,71.05263157894737,0.88,r
6378,255.12,L,truck,2812,58.69565217391304,0.6,r
6383,255.32,R,car,2925,96.42857142857142,2.76,l
6400,256.0,L,car,2928,96.42857142857142,0.68,l
6442,257.68,L,car,2946,96.42857142857142,4.08,m
6453,258.12,L,bus,2955,90.0,3.0,r
6458,258.32,L,car,2949,96.42857142857142,2.32,l
6478,259.12,L,car,2964,96.42857142857142,0.8,l
6492,259.68,L,car,2960,79.41176470588235,1.56,r
6497,259.88,L,car,2974,96.42857142857142,0.76,l
6506,260.24,L,car,2940,84.375,2.56,m
6544,261.76,L,car,2966,90.0,1.52,m
6551,262.04,R,car,3005,96.42857142857142,2.36,r
6564,262.56,L,car,3004,103.84615384615384,2.68,l
6584,263.36,R,bus,3015,75.0,1.6,m
6597,263.88,R,car,3019,90.0,1.32,l
6598,263.92,L,car,2999,96.42857142857142,0.04,l
6617,264.68,L,car,3024,90.0,0.76,l
6617,264.68,L,car,3029,122.72727272727273,0.0,l
6625,265.0,R,truck,3031,84.375,0.32,l
6654,266.16,L,car,2989,79.41176470588235,2.8,m
6657,266.28,R,truck,3044,79.41176470588235,1.28,l
6696,267.84,L,car,3047,96.42857142857142,1.56,l
6714,268.56,R,truck,3054,103.84615384615384,6.52,r
6716,268.64,R,car,3049,90.0,2.48,m
6725,269.0,R,car,3053,79.41176470588235,1.16,l
6741,269.64,L,car,3057,103.84615384615384,0.64,l
6741,269.64,R,car,3061,103.84615384615384,1.0,m
6742,269.68,R,truck,3068,270.0,0.04,m
6793,271.72,R,car,3078,84.375,2.08,l
6799,271.96,R,car,3084,103.84615384615384,2.28,m
6812,272.48,L,car,3081,103.84615384615384,0.76,l
6820,272.8,L,car,3087,112.5,0.84,m
6857,274.28,R,car,3109,96.42857142857142,1.48,m
6862,274.48,R,car,3103,84.375,2.0,l
6875,275.0,L,car,3102,112.5,0.72,m
6949,277.96,R,truck,3129,71.05263157894737,2.96,m
6950,278.0,R,car,3130,84.375,3.52,l
6967,278.68,R,car,3139,71.05263157894737,0.72,m
6975,279.0,R,car,3146,79.41176470588235,1.0,l
7004,280.16,R,car,3155,71.05263157894737,1.16,l
7011,280.44,R,car,3158,71.05263157894737,1.76,m
7013,280.52,L,truck,3126,75.0,11.96,r
7034,281.36,R,car,3165,79.41176470588235,1.2,l
7054,282.16,R,car,3167,61.36363636363637,1.64,r
7074,282.96,R,car,3172,79.41176470588235,1.6,l
7092,283.68,L,truck,3164,79.41176470588235,1.52,r
7094,283.76,R,car,3179,79.41176470588235,3.32,m
7098,283.92,R,car,3178,79.41176470588235,0.96,l
7118,284.72,R,car,3182,79.41176470588235,0.8,l
7123,284.92,R,car,3187,71.05263157894737,1.16,m
7136,285.44,L,car,3192,112.5,0.72,l
7139,285.56,R,car,3193,79.41176470588235,1.88,r
7152,286.08,R,car,3204,79.41176470588235,0.64,l
7185,287.4,R,truck,3215,58.69565217391304,1.84,r
7193,287.72,R,car,3220,75.0,2.8,m
7220,288.8,L,car,3232,112.5,2.72,l
7226,289.04,R,car,3240,64.28571428571429,1.64,r
7297,291.88,L,car,3257,90.0,2.84,r
7318,292.72,L,car,3313,112.5,3.92,l
7322,292.88,L,bus,3324,1350.0,5.16,m
7405,296.2,R,truck,3344,61.36363636363637,4.32,r
7437,297.48,L,truck,3364,79.41176470588235,1.28,r
7460,298.4,L,truck,3348,90.0,5.52,m
7473,298.92,R,car,3375,90.0,6.2,l
7477,299.08,L,truck,3378,46.55172413793104,1.6,r
7500,300.0,R,truck,3388,112.5,1.6,m
7535,301.4,L,car,3405,90.0,2.48,l
7542,301.68,L,truck,3394,84.375,1.68,m
7559,302.36,L,truck,3407,75.0,3.28,r
7584,303.36,R,car,3424,112.5,1.96,l
7607,304.28,R,truck,3431,90.0,0.92,l
7608,304.32,R,bus,3446,1350.0,0.04,l
7612,304.48,R,car,3435,112.5,2.8,m
7674,306.96,L,car,3441,90.0,4.6,r
7695,307.8,R,car,3458,122.72727272727273,3.48,l
7793,311.72,L,car,3497,103.84615384615384,3.92,l
7810,312.4,R,truck,3516,90.0,7.92,m
7818,312.72,L,car,3510,112.5,1.0,l
7838,313.52,R,truck,3523,84.375,6.56,r
7845,313.8,L,truck,3515,71.05263157894737,1.4,m
7917,316.68,R,car,3557,103.84615384615384,3.96,l
7921,316.84,L,bus,3553,75.0,3.04,m
7935,317.4,L,car,3564,112.5,0.72,l
7972,318.88,L,truck,3555,79.41176470588235,5.36,r
7977,319.08,R,car,3588,96.42857142857142,1.68,l
7981,319.24,L,truck,3582,79.41176470588235,2.4,m
8017,320.68,R,car,3599,96.42857142857142,1.6,l
8040,321.6,R,car,3607,96.42857142857142,0.92,l
8065,322.6,R,car,3617,96.42857142857142,1.0,l
8067,322.68,R,car,3630,135.0,3.8,r
8086,323.44,L,truck,3592,79.41176470588235,4.2,m
8096,323.84,R,truck,3629,71.05263157894737,0.4,m
8100,324.0,R,car,3634,90.0,1.4,l
8115,324.6,R,car,3644,96.42857142857142,1.92,r
8126,325.04,L,truck,3609,96.42857142857142,0.44,r
8139,325.56,L,car,3649,96.42857142857142,1.56,l
8180,327.2,R,truck,3656,71.05263157894737,2.16,r
8199,327.96,L,bus,3681,337.5,0.76,r
8201,328.04,L,car,3642,71.05263157894737,0.08,r
8237,329.48,R,car,3691,96.42857142857142,5.64,m
8254,330.16,R,car,3695,84.375,4.6,l
8258,330.32,R,car,3700,96.42857142857142,0.84,m
8265,330.6,R,car,3704,96.42857142857142,2.56,r
8283,331.32,R,car,3708,96.42857142857142,1.0,m
8350,334.0,R,car,3732,84.375,2.68,m
8367,334.68,R,car,3745,84.375,4.52,l
8390,335.6,R,car,3758,64.28571428571429,0.92,l
8401,336.04,R,truck,3789,90.0,2.04,m
8415,336.6,R,truck,3791,46.55172413793104,6.0,r
8420,336.8,R,car,3792,75.0,1.2,l
8432,337.28,L,car,3783,103.84615384615384,0.68,r
8441,337.64,L,car,3772,96.42857142857142,1.6,m
8447,337.88,R,car,3806,75.0,0.24,m
8467,338.68,L,bus,3820,168.75,1.88,l
8468,338.72,L,car,3790,71.05263157894737,0.04,l
8480,339.2,L,car,3802,96.42857142857142,1.32,m
8555,342.2,L,car,3803,96.42857142857142,3.0,m
8583,343.32,L,car,3848,90.0,1.12,m
8619,344.76,L,car,3861,90.0,6.04,l
8642,345.68,L,truck,3874,64.28571428571429,8.4,r
8652,346.08,L,car,3886,96.42857142857142,1.32,l
8668,346.72,R,car,3891,84.375,0.64,l
8692,347.68,L,car,3897,96.42857142857142,0.96,l
8696,347.84,R,car,3900,103.84615384615384,4.52,m
8708,348.32,R,car,3906,84.375,0.64,l
8719,348.76,L,truck,3890,90.0,0.92,m
8755,350.2,R,car,3945,168.75,1.88,l
8756,350.24,R,truck,3937,84.375,4.56,r
8765,350.6,L,truck,3907,84.375,1.84,m
8834,353.36,L,car,3927,112.5,2.76,m
8863,354.52,L,truck,3974,84.375,4.28,r
8880,355.2,R,truck,4003,90.0,5.0,l
8897,355.88,R,car,4009,90.0,2.52,m
8904,356.16,R,truck,4007,79.41176470588235,1.64,r
8906,356.24,L,car,4012,103.84615384615384,1.04,l
8907,356.28,R,car,4015,96.42857142857142,0.04,l
8911,356.44,L,truck,3983,90.0,0.28,r
8936,357.44,R,car,4021,96.42857142857142,1.16,l
8941,357.64,L,car,4020,103.84615384615384,0.2,l
8953,358.12,R,car,4034,90.0,2.24,m
8961,358.44,R,truck,4033,71.05263157894737,2.0,r
8964,358.56,L,truck,4011,79.41176470588235,0.12,r
8971,358.84,R,car,4041,96.42857142857142,0.72,m
9000,360.0,L,car,4045,103.84615384615384,2.36,l
9010,360.4,R,car,4048,84.375,1.56,m
9036,361.44,R,car,4051,96.42857142857142,1.44,l
