frame_index,time,road,lane,vehicle_class,vehicle_id,event_type
62048,2481.92,L,m,car,35586,overdrive
62081,2483.24,L,r,car,35649,overdrive
62197,2487.88,R,r,truck,35671,overdrive
62426,2497.04,L,l,car,35752,overdrive
62702,2508.08,R,m,car,35838,cruise
62798,2511.92,L,l,car,35881,overdrive
62862,2514.48,L,r,car,35854,cruise
62955,2518.2,R,r,truck,35968,cruise
63039,2521.56,L,l,car,36027,overdrive
63151,2526.04,L,l,truck,36008,cruise
63243,2529.72,L,r,car,36068,cruise
63314,2532.56,L,l,car,36187,overdrive
63316,2532.64,L,m,bus,36195,overdrive
63538,2541.52,L,m,car,36292,cruise
63822,2552.88,L,l,car,36479,overdrive
63903,2556.12,L,m,car,36494,overdrive
63999,2559.96,L,l,car,36610,overdrive
64497,2579.88,L,l,car,36831,overdrive
64580,2583.2,R,r,truck,36890,cruise
64733,2589.32,L,l,car,36997,overdrive
65190,2607.6,R,m,car,37387,overdrive
65760,2630.4,R,r,car,37785,cruise
65945,2637.8,R,r,car,37923,cruise
66107,2644.28,R,r,truck,38070,overdrive
66121,2644.84,R,r,truck,38070,overdrive
66201,2648.04,R,r,truck,38153,overdrive
66595,2663.8,L,l,car,38302,overdrive
66986,2679.44,R,r,truck,38495,cruise
67274,2690.96,L,r,truck,38598,cruise
67334,2693.36,L,m,car,38779,overdrive
67446,2697.84,L,l,car,38838,overdrive
67457,2698.28,R,l,car,38848,overdrive
68161,2726.44,R,r,truck,39200,cruise
68214,2728.56,R,r,truck,39229,overdrive
68215,2728.6,R,r,bus,39240,overdrive
68647,2745.88,L,l,car,39365,overdrive
68770,2750.8,R,r,truck,39440,cruise
68862,2754.48,L,l,car,39500,overdrive
69373,2774.92,R,r,truck,39712,overdrive
69672,2786.88,R,r,truck,39825,cruise
70182,2807.28,L,r,truck,40024,cruise
70480,2819.2,L,m,car,40209,overdrive
70492,2819.68,L,m,car,40208,cruise
70494,2819.76,L,r,car,40198,cruise
70578,2823.12,R,l,car,40264,overdrive
70710,2828.4,R,l,car,40320,overdrive
71011,2840.44,L,m,car,40436,overdrive
71447,2857.88,L,l,car,40677,overdrive
71721,2868.84,L,m,car,40793,overdrive
72057,2882.28,R,l,car,40938,overdrive
72509,2900.36,L,m,car,41063,overdrive
72927,2917.08,L,r,car,41195,cruise
73644,2945.76,L,r,truck,41470,cruise
74273,2970.92,L,l,car,41788,overdrive
74331,2973.24,R,r,truck,41794,cruise
74393,2975.72,R,r,truck,41821,overdrive
74483,2979.32,L,m,car,41830,overdrive
75219,3008.76,R,l,car,42276,cruise
75245,3009.8,L,m,car,42324,overdrive
75319,3012.76,R,m,truck,42347,cruise
75543,3021.72,L,r,car,42485,cruise
76040,3041.6,R,r,truck,42777,overdrive
76084,3043.36,L,m,truck,42797,overdrive
76094,3043.76,L,r,truck,42753,cruise
76163,3046.52,L,l,car,42892,overdrive
76251,3050.04,L,r,car,42957,overdrive
76286,3051.44,R,r,truck,42960,cruise
76440,3057.6,R,r,truck,43057,overdrive
76497,3059.88,R,l,car,43105,overdrive
76582,3063.28,L,l,car,43159,overdrive
76966,3078.64,L,l,car,43294,overdrive
77117,3084.68,L,l,car,43373,overdrive
77138,3085.52,L,l,car,43368,cruise
77517,3100.68,L,l,car,43592,cruise
77604,3104.16,R,r,truck,43639,cruise
77786,3111.44,R,r,truck,43724,cruise
78012,3120.48,L,m,car,43949,overdrive
78146,3125.84,R,r,truck,44009,overdrive
78432,3137.28,R,r,truck,44154,overdrive
78556,3142.24,L,l,car,44232,overdrive
78973,3158.92,L,r,truck,44431,cruise
79383,3175.32,R,l,car,44734,overdrive
79554,3182.16,L,l,car,44829,overdrive
79613,3184.52,L,l,car,44877,overdrive
79879,3195.16,R,r,car,44984,cruise
79982,3199.28,L,l,car,45045,overdrive
80252,3210.08,L,m,car,45138,overdrive
80285,3211.4,L,l,car,45217,overdrive
80286,3211.44,L,m,car,45202,overdrive
80358,3214.32,R,r,bus,45236,cruise
80528,3221.12,R,m,truck,45315,cruise
80615,3224.6,L,l,car,45392,overdrive
80663,3226.52,L,m,truck,45422,overdrive
80693,3227.72,L,l,car,45450,overdrive
80704,3228.16,R,r,bus,45427,cruise
80828,3233.12,R,r,truck,45522,cruise
80897,3235.88,L,l,truck,45570,cruise
81024,3240.96,R,r,truck,45663,cruise
81082,3243.28,L,l,truck,45723,cruise
81126,3245.04,R,m,car,45783,overdrive
81173,3246.92,L,m,car,45835,overdrive
81189,3247.56,L,m,car,45771,overdrive
82098,3283.92,L,m,car,46358,overdrive
82630,3305.2,R,r,bus,46512,cruise
82637,3305.48,L,m,car,46499,overdrive
82771,3310.84,R,r,car,46575,cruise
83099,3323.96,L,l,car,46700,overdrive
83176,3327.04,L,r,car,46658,cruise
83345,3333.8,L,l,car,46894,overdrive
84019,3360.76,R,r,car,47223,cruise
84231,3369.24,L,l,car,47283,overdrive
84567,3382.68,L,l,car,47441,overdrive
84768,3390.72,L,l,car,47542,overdrive
85093,3403.72,L,r,truck,47682,cruise
85159,3406.36,L,l,car,47761,overdrive
85201,3408.04,L,l,car,47671,cruise
85550,3422.0,L,l,car,48052,overdrive
85642,3425.68,L,m,car,48098,cruise
86028,3441.12,L,m,car,48218,overdrive
86129,3445.16,L,l,car,48276,overdrive
86161,3446.44,L,m,car,48284,overdrive
86420,3456.8,L,l,car,48421,overdrive
86807,3472.28,L,l,car,48622,overdrive
87091,3483.64,L,l,car,48721,overdrive
87205,3488.2,L,m,truck,48761,cruise
87351,3494.04,L,r,truck,48827,cruise
87517,3500.68,L,l,car,48969,overdrive
87699,3507.96,L,r,car,48989,cruise
87934,3517.36,L,m,car,49181,overdrive
88073,3522.92,L,r,truck,49166,cruise
88416,3536.64,R,r,truck,49417,overdrive
88491,3539.64,L,l,car,49423,overdrive
88581,3543.24,R,l,truck,49442,overdrive
89128,3565.12,L,r,truck,49763,cruise
89330,3573.2,L,r,car,49886,cruise
89567,3582.68,R,r,truck,50024,cruise
89835,3593.4,L,r,truck,50134,cruise
89955,3598.2,R,r,truck,50236,cruise
