frame_index,time,road,vehicle_class,vehicle_id,speed,interval_time,lane
6494,259.76,R,car,3575,90.0,12.2,m
6521,260.84,R,car,3580,112.5,1.08,m
6595,263.8,L,car,3584,135.0,2.96,m
6613,264.52,L,car,3621,103.84615384615384,9.84,l
6656,266.24,L,car,3596,112.5,2.44,m
6722,268.88,L,car,3638,112.5,2.64,m
6795,271.8,L,car,3656,103.84615384615384,32.76,r
6809,272.36,L,car,3664,122.72727272727273,0.56,r
6816,272.64,L,car,3693,1350.0,8.12,l
6831,273.24,L,bus,3690,1350.0,0.6,l
6849,273.96,L,car,3715,675.0,0.72,l
6875,275.0,L,car,3717,90.0,1.04,l
6880,275.2,R,truck,3708,75.0,2.84,r
6880,275.2,R,truck,3718,67.5,0.0,r
6901,276.04,L,car,3723,90.0,1.04,l
6934,277.36,L,car,3758,337.5,1.32,l
6977,279.08,R,truck,3760,150.0,3.88,r
7120,284.8,R,truck,3806,58.69565217391304,5.72,r
7137,285.48,R,truck,3809,54.0,16.6,m
7177,287.08,R,car,3831,122.72727272727273,9.72,l
7222,288.88,L,car,3850,135.0,1.8,l
7236,289.44,R,car,3848,96.42857142857142,3.96,m
7370,294.8,L,car,3899,135.0,5.92,l
7370,294.8,L,truck,3902,1350.0,0.0,l
7391,295.64,L,car,3912,96.42857142857142,0.84,l
7420,296.8,L,car,3931,122.72727272727273,1.16,l
7424,296.96,R,truck,3934,84.375,7.52,m
7424,296.96,R,car,3951,1350.0,0.0,m
7468,298.72,L,car,3907,112.5,1.76,m
7469,298.76,L,car,3966,122.72727272727273,1.96,l
7493,299.72,L,car,3953,103.84615384615384,1.0,m
7534,301.36,L,car,3962,103.84615384615384,1.64,m
7550,302.0,L,car,4001,96.42857142857142,3.24,l
7584,303.36,L,car,4005,96.42857142857142,2.0,m
7607,304.28,L,car,3979,103.84615384615384,19.48,r
7649,305.96,L,car,4010,103.84615384615384,2.6,m
7663,306.52,R,bus,4025,150.0,2.24,r
7692,307.68,R,truck,4038,122.72727272727273,1.72,m
7784,311.36,L,car,4054,112.5,3.68,m
7893,315.72,L,truck,4114,270.0,13.72,l
7901,316.04,L,truck,4114,337.5,4.68,m
7954,318.16,L,car,4092,79.41176470588235,2.12,m
7972,318.88,L,car,4145,90.0,3.16,l
7988,319.52,L,car,4126,79.41176470588235,0.64,l
8004,320.16,R,truck,4154,71.05263157894737,13.64,r
8014,320.56,L,truck,4129,79.41176470588235,2.4,m
8031,321.24,L,car,4161,112.5,1.72,l
8075,323.0,R,bus,4205,103.84615384615384,2.44,m
8118,324.72,L,car,4230,84.375,3.48,l
8158,326.32,L,car,4256,79.41176470588235,3.32,m
8214,328.56,R,car,4274,122.72727272727273,8.4,r
8371,334.84,L,car,4340,112.5,6.28,r
8400,336.0,L,truck,4389,1350.0,11.28,l
8401,336.04,L,truck,4341,79.41176470588235,9.72,m
8407,336.28,L,car,4378,90.0,0.28,l
8422,336.88,L,car,4329,79.41176470588235,0.84,m
8477,339.08,L,car,4355,84.375,2.2,m
8527,341.08,R,truck,4487,79.41176470588235,6.24,r
8528,341.12,R,truck,4489,122.72727272727273,2.04,m
8538,341.52,L,truck,4501,450.0,5.24,l
8569,342.76,L,car,4465,96.42857142857142,1.68,r
8571,342.84,R,truck,4501,45.0,0.08,r
8577,343.08,L,car,4519,90.0,1.56,l
8589,343.56,L,car,4370,90.0,2.44,m
8606,344.24,L,car,4492,96.42857142857142,1.4,r
8663,346.52,L,car,4568,90.0,2.96,m
8669,346.76,L,car,4585,96.42857142857142,3.68,l
8691,347.64,L,car,4536,96.42857142857142,1.12,m
8743,349.72,L,car,4589,96.42857142857142,2.08,m
8743,349.72,L,car,4655,1350.0,2.96,l
8762,350.48,L,car,4577,90.0,0.76,m
8765,350.6,L,car,4605,96.42857142857142,6.36,r
8799,351.96,L,car,4563,103.84615384615384,1.36,r
8854,354.16,L,car,4664,103.84615384615384,3.68,m
8862,354.48,R,car,4692,103.84615384615384,0.32,m
8870,354.8,L,car,4691,90.0,5.08,l
8884,355.36,L,car,4678,90.0,0.88,m
8913,356.52,L,car,4668,90.0,1.16,m
8929,357.16,L,truck,4717,84.375,5.2,r
8930,357.2,L,truck,4689,79.41176470588235,0.04,r
8969,358.76,L,car,4670,84.375,2.24,m
9004,360.16,L,car,4766,90.0,5.36,l
9046,361.84,L,car,4716,90.0,3.08,m
9070,362.8,L,car,4786,103.84615384615384,2.64,l
9074,362.96,L,car,4760,96.42857142857142,5.76,r
9108,364.32,L,car,4782,84.375,1.36,r
9155,366.2,R,car,4807,84.375,1.88,r
9204,368.16,L,car,4787,90.0,6.32,m
9278,371.12,R,car,4850,112.5,2.96,m
9286,371.44,L,car,4849,103.84615384615384,8.64,l
9321,372.84,L,car,4839,96.42857142857142,6.64,r
9322,372.88,R,car,4875,675.0,1.76,m
9343,373.72,R,car,4874,122.72727272727273,0.84,m
9344,373.76,L,car,4883,135.0,2.32,l
9353,374.12,L,truck,4847,84.375,0.4,m
9364,374.56,R,car,4884,103.84615384615384,0.44,m
9369,374.76,R,car,4896,122.72727272727273,1.92,r
9396,375.84,L,car,4930,122.72727272727273,2.08,l
9402,376.08,R,car,4924,112.5,1.52,m
9420,376.8,L,car,4878,90.0,0.96,l
9422,376.88,L,truck,4894,79.41176470588235,2.12,r
9486,379.44,L,car,4958,96.42857142857142,2.64,l
9529,381.16,L,car,5012,103.84615384615384,1.72,l
9594,383.76,L,truck,5040,56.25,6.88,r
9597,383.88,L,car,5042,112.5,2.72,l
9686,387.44,L,car,5085,96.42857142857142,3.56,l
9698,387.92,L,car,5064,61.36363636363637,4.16,r
9712,388.48,L,car,5091,61.36363636363637,0.56,r
9734,389.36,L,car,5109,675.0,1.92,l
9769,390.76,L,car,5095,122.72727272727273,14.68,m
9829,393.16,L,truck,5106,56.25,4.68,r
9994,399.76,L,car,5140,112.5,9.0,m
10024,400.96,L,car,5184,192.85714285714283,11.6,l
10076,403.04,L,truck,5163,75.0,3.28,m
10128,405.12,L,car,5186,90.0,4.16,l
10171,406.84,L,car,5251,103.84615384615384,13.68,r
10177,407.08,L,car,5260,103.84615384615384,1.96,l
10204,408.16,L,car,5246,103.84615384615384,5.12,m
10222,408.88,R,bus,5265,96.42857142857142,2.04,r
10294,411.76,L,car,5280,96.42857142857142,3.6,m
10345,413.8,L,car,5307,122.72727272727273,6.72,l
10385,415.4,R,bus,5313,79.41176470588235,6.52,r
10413,416.52,L,truck,5343,96.42857142857142,1.12,r
10421,416.84,R,car,5329,79.41176470588235,0.32,r
10444,417.76,L,truck,5361,675.0,3.96,l
10452,418.08,L,car,5320,103.84615384615384,0.32,l
10476,419.04,L,car,5384,1350.0,0.96,l
10516,420.64,L,car,5338,96.42857142857142,8.88,m
10528,421.12,L,car,5403,84.375,2.08,l
10579,423.16,L,car,5377,71.05263157894737,6.32,r
10605,424.2,L,car,5489,1350.0,3.08,l
10624,424.96,L,truck,5409,79.41176470588235,4.32,m
10649,425.96,L,car,5515,96.42857142857142,1.76,l
10660,426.4,L,car,5504,96.42857142857142,1.44,m
10668,426.72,L,car,5499,96.42857142857142,0.76,l
10675,427.0,R,car,5523,84.375,0.6,m
10684,427.36,L,car,5496,90.0,0.64,l
10726,429.04,R,car,5570,112.5,5.88,r
10741,429.64,L,car,5583,103.84615384615384,2.28,l
10764,430.56,L,car,5519,90.0,3.56,m
10764,430.56,L,car,5581,84.375,1.52,r
10765,430.6,L,truck,5609,675.0,0.04,r
10767,430.68,L,car,5568,84.375,1.04,l
10790,431.6,R,car,5612,112.5,1.04,m
10796,431.84,L,car,5537,90.0,0.24,m
10819,432.76,L,car,5627,79.41176470588235,0.92,m
10843,433.72,L,car,5590,90.0,3.12,r
10876,435.04,R,car,5668,103.84615384615384,2.28,m
10892,435.68,L,car,5666,112.5,1.96,r
10901,436.04,L,truck,5620,84.375,1.0,m
10913,436.52,L,truck,5693,1350.0,5.84,l
10922,436.88,L,car,5694,103.84615384615384,0.36,l
10948,437.92,R,truck,5693,45.0,2.24,r
10987,439.48,L,car,5722,96.42857142857142,3.44,m
11004,440.16,L,car,5757,84.375,3.28,l
11033,441.32,L,car,5737,96.42857142857142,1.84,m
11040,441.6,L,car,5775,90.0,1.44,l
11073,442.92,L,car,5751,96.42857142857142,1.6,m
11097,443.88,L,car,5765,64.28571428571429,5.96,r
11129,445.16,L,car,5734,90.0,2.24,m
11130,445.2,L,car,5794,103.84615384615384,3.6,l
11172,446.88,L,car,5811,90.0,1.68,l
11173,446.92,L,car,5824,90.0,1.76,m
11252,450.08,L,truck,5791,58.69565217391304,3.16,m
11306,452.24,L,car,5882,90.0,5.36,l
11312,452.48,R,bus,5881,79.41176470588235,8.6,r
11324,452.96,L,car,5887,75.0,2.88,m
11335,453.4,L,car,5906,112.5,1.16,l
11360,454.4,L,car,5915,96.42857142857142,1.92,r
11360,454.4,L,car,5918,79.41176470588235,1.0,l
11393,455.72,R,truck,5945,67.5,1.32,r
11399,455.96,L,car,5936,90.0,3.0,m
11424,456.96,L,car,5956,84.375,1.0,m
11492,459.68,L,car,6012,225.0,5.28,l
11540,461.6,L,car,6028,96.42857142857142,1.92,l
11567,462.68,L,car,6056,270.0,1.08,l
11569,462.76,L,car,6013,75.0,5.8,m
11642,465.68,L,car,6091,112.5,3.0,l
11667,466.68,L,car,6108,150.0,3.92,m
11684,467.36,L,car,6110,84.375,1.68,l
11685,467.4,L,car,6096,71.05263157894737,11.68,r
11758,470.32,R,car,6142,71.05263157894737,2.92,r
11800,472.0,R,car,6174,135.0,5.32,m
11844,473.76,R,car,6180,75.0,3.44,r
11853,474.12,L,car,6157,75.0,2.12,m
11884,475.36,R,truck,6211,337.5,8.0,l
11904,476.16,L,car,6216,90.0,0.8,l
11972,478.88,L,car,6240,84.375,2.72,l
12023,480.92,L,car,6272,67.5,2.04,l
12035,481.4,L,car,6273,75.0,7.28,m
12050,482.0,L,car,6280,79.41176470588235,1.08,l
12074,482.96,L,car,6233,79.41176470588235,0.96,l
12092,483.68,L,car,6336,1350.0,0.72,l
12097,483.88,L,car,6254,90.0,0.2,l
12101,484.04,R,bus,6330,64.28571428571429,10.28,r
12105,484.2,R,car,6336,135.0,0.32,l
12138,485.52,L,car,6358,64.28571428571429,1.32,l
12148,485.92,R,car,6354,71.05263157894737,1.88,r
12155,486.2,L,truck,6334,67.5,0.28,r
12158,486.32,L,car,6326,90.0,4.92,m
12165,486.6,R,car,6360,43.54838709677419,0.28,m
12197,487.88,L,car,6338,84.375,1.28,m
12225,489.0,L,car,6381,90.0,1.12,m
12226,489.04,L,car,6373,96.42857142857142,3.52,l
12282,491.28,R,bus,6433,1350.0,5.08,r
12325,493.0,R,truck,6436,84.375,4.0,m
12338,493.52,L,car,6391,84.375,0.52,m
12393,495.72,L,car,6477,90.0,6.68,l
12432,497.28,L,car,6410,90.0,3.76,m
12456,498.24,L,car,6484,96.42857142857142,2.52,l
12495,499.8,L,car,6478,96.42857142857142,8.52,r
12521,500.84,L,car,6445,96.42857142857142,1.04,r
12583,503.32,L,car,6575,90.0,5.08,l
12604,504.16,L,car,6586,103.84615384615384,0.84,l
12608,504.32,R,car,6573,79.41176470588235,7.04,m
12624,504.96,L,truck,6528,79.41176470588235,4.12,r
12631,505.24,L,car,6579,79.41176470588235,0.92,m
12643,505.72,L,car,6545,90.0,1.56,l
12739,509.56,L,car,6551,58.69565217391304,4.6,r
12791,511.64,L,car,6644,90.0,5.92,l
12956,518.24,L,truck,6686,79.41176470588235,8.68,r
12966,518.64,L,car,6688,84.375,13.4,m
12973,518.92,R,truck,6727,54.0,0.68,r
12989,519.56,L,car,6742,103.84615384615384,7.92,l
13002,520.08,L,car,6740,103.84615384615384,1.44,m
13051,522.04,R,car,6782,122.72727272727273,1.96,m
13061,522.44,L,car,6749,96.42857142857142,0.4,m
13062,522.48,L,car,6784,103.84615384615384,2.92,l
13095,523.8,L,car,6766,90.0,1.36,m
13120,524.8,L,car,6753,75.0,1.0,m
13172,526.88,R,car,6828,112.5,2.08,m
13179,527.16,L,car,6832,90.0,4.68,l
13189,527.56,L,truck,6789,71.05263157894737,8.64,r
13191,527.64,L,car,6852,96.42857142857142,0.48,l
13204,528.16,L,truck,6790,75.0,1.28,m
13235,529.4,L,car,6869,90.0,1.76,l
13244,529.76,L,car,6833,38.57142857142858,2.2,r
13258,530.32,L,car,6834,90.0,0.92,l
13281,531.24,L,car,6922,168.75,3.08,m
13281,531.24,L,car,6923,270.0,0.0,m
13326,533.04,L,car,6937,84.375,2.72,l
13348,533.92,R,truck,6941,71.05263157894737,4.16,r
13355,534.2,L,car,6946,112.5,2.96,m
13359,534.36,L,truck,6890,103.84615384615384,0.44,r
13360,534.4,L,car,6957,84.375,1.36,l
13400,536.0,L,car,6955,96.42857142857142,1.6,l
13401,536.04,L,car,6964,96.42857142857142,1.84,m
13490,539.6,L,car,7001,112.5,3.56,m
13588,543.52,R,car,7042,84.375,3.92,m
13593,543.72,L,car,7053,84.375,7.72,l
13630,545.2,L,car,7028,96.42857142857142,1.48,l
13667,546.68,L,car,7112,270.0,3.16,m
13701,548.04,L,car,7134,103.84615384615384,2.84,l
13714,548.56,L,car,7118,84.375,1.88,m
13741,549.64,L,car,7139,84.375,1.6,l
13760,550.4,L,car,7076,75.0,16.04,r
13763,550.52,L,car,7075,84.375,1.96,m
