frame_index,time,road,lane,vehicle_class,vehicle_id,event_type,duration
59261,2370.44,L,r,truck,30612,overdrive,"36,48"
59425,2377,R,r,truck,30718,cruise,"36,48"
59909,2396.36,L,m,car,30921,overdrive,"36,48"
60021,2400.84,R,l,car,30988,overdrive,"36,48"
60025,2401,R,m,truck,30990,overdrive,"36,48"
60032,2401.28,R,r,truck,30986,overdrive,"36,48"
60225,2409,L,l,car,31042,overdrive,"36,48"
60396,2415.84,R,m,car,31140,overdrive,"36,48"
60466,2418.64,R,l,truck,31170,overdrive,"36,48"
60532,2421.28,R,r,bus,31190,cruise,"36,48"
60839,2433.56,L,m,car,31376,overdrive,"36,48"
60887,2435.48,R,r,car,31404,cruise,"36,48"
61067,2442.68,L,m,car,31539,overdrive,"36,48"
61089,2443.56,R,r,truck,31554,cruise,"36,48"
61156,2446.24,R,r,truck,31580,cruise,"36,48"
61311,2452.44,L,r,truck,31634,cruise,"36,48"
61375,2455,L,m,car,31703,overdrive,"36,48"
61429,2457.16,L,m,car,31738,overdrive,"36,48"
61471,2458.84,L,m,car,31759,overdrive,"36,48"
61480,2459.2,R,l,car,31749,overdrive,"36,48"
61494,2459.76,R,l,car,31795,overdrive,"36,48"
61498,2459.92,R,l,car,31785,overdrive,"36,48"
61512,2460.48,L,r,truck,31770,cruise,"36,48"
61523,2460.92,L,r,car,31777,cruise,"36,48"
61535,2461.4,L,m,car,31798,overdrive,"36,48"
61572,2462.88,R,l,car,31820,overdrive,"36,48"
61726,2469.04,L,m,car,31852,overdrive,"36,48"
61850,2474,R,r,car,31890,cruise,"36,48"
61971,2478.84,L,m,car,31938,overdrive,"36,48"
61984,2479.36,R,r,bus,31933,cruise,"36,48"
62080,2483.2,R,r,bus,31983,cruise,"36,48"
62168,2486.72,R,m,truck,31982,cruise,"36,48"
62181,2487.24,L,m,car,32042,overdrive,"36,48"
62322,2492.88,L,m,car,32168,overdrive,"36,48"
62368,2494.72,L,r,truck,32213,cruise,"36,48"
62424,2496.96,R,m,bus,32229,cruise,"36,48"
62877,2515.08,L,m,car,32403,overdrive,"36,48"
63005,2520.2,R,l,car,32445,overdrive,"36,48"
63025,2521,R,r,car,32449,overdrive,"36,48"
63057,2522.28,R,m,car,32460,overdrive,"36,48"
63140,2525.6,R,m,car,32470,overdrive,"36,48"
63151,2526.04,R,l,car,32472,overdrive,"36,48"
63162,2526.48,R,m,car,32476,overdrive,"36,48"
63201,2528.04,R,l,car,32481,overdrive,"36,48"
63282,2531.28,R,m,truck,32522,overdrive,"36,48"
63317,2532.68,R,m,car,32534,overdrive,"36,48"
63351,2534.04,R,m,car,32563,overdrive,"36,48"
63402,2536.08,R,l,car,32594,overdrive,"36,48"
63736,2549.44,R,m,car,32716,overdrive,"36,48"
63901,2556.04,R,m,car,32865,overdrive,"36,48"
63916,2556.64,L,m,car,32867,overdrive,"36,48"
63949,2557.96,L,m,car,32899,overdrive,"36,48"
64160,2566.4,R,r,car,32988,overdrive,"36,48"
64271,2570.84,L,r,car,33017,cruise,"36,48"
64284,2571.36,L,l,truck,33046,overdrive,"36,48"
64289,2571.56,R,l,car,33052,overdrive,"36,48"
64397,2575.88,R,l,car,33092,overdrive,"36,48"
64585,2583.4,R,r,truck,33179,cruise,"36,48"
64855,2594.2,L,m,car,33343,overdrive,"36,48"
65185,2607.4,R,r,car,33551,cruise,"36,48"
65191,2607.64,R,m,truck,33560,overdrive,"36,48"
65525,2621,R,m,truck,33716,cruise,"36,48"
65539,2621.56,L,r,truck,33733,cruise,"36,48"
66036,2641.44,L,m,car,33980,overdrive,"36,48"
66102,2644.08,L,r,car,34009,overdrive,"36,48"
66125,2645,L,m,car,34019,overdrive,"36,48"
66530,2661.2,R,l,truck,34282,overdrive,"36,48"
66547,2661.88,L,m,car,34204,overdrive,"36,48"
67040,2681.6,L,r,car,34673,overdrive,"36,48"
67066,2682.64,L,r,truck,34683,cruise,"36,48"
67105,2684.2,L,r,truck,34694,cruise,"36,48"
67112,2684.48,L,r,truck,34725,cruise,"36,48"
67185,2687.4,R,m,car,34778,overdrive,"36,48"
67247,2689.88,R,r,truck,34822,cruise,"36,48"
67344,2693.76,R,m,car,34852,cruise,"36,48"
67392,2695.68,L,m,bus,34900,overdrive,"36,48"
67575,2703,L,m,car,34967,overdrive,"36,48"
67703,2708.12,L,m,car,35050,overdrive,"36,48"
68171,2726.84,L,r,truck,35245,cruise,"36,48"
68218,2728.72,R,r,bus,35324,cruise,"36,48"
68694,2747.76,L,m,bus,35623,overdrive,"36,48"
68870,2754.8,R,l,car,35719,overdrive,"36,48"
69149,2765.96,L,m,car,35850,overdrive,"36,48"
69160,2766.4,R,m,car,35866,overdrive,"36,48"
69207,2768.28,L,r,truck,35820,cruise,"36,48"
69294,2771.76,R,m,car,35925,overdrive,"36,48"
69362,2774.48,R,r,car,35952,overdrive,"36,48"
69384,2775.36,R,l,car,35965,overdrive,"36,48"
69462,2778.48,L,r,truck,35987,cruise,"36,48"
69778,2791.12,L,r,car,36206,overdrive,"36,48"
69882,2795.28,L,m,truck,36204,overdrive,"36,48"
69928,2797.12,R,l,car,36294,overdrive,"36,48"
69939,2797.56,L,l,car,36291,overdrive,"36,48"
70023,2800.92,L,m,car,36344,overdrive,"36,48"
70043,2801.72,L,m,car,36380,overdrive,"36,48"
70188,2807.52,R,m,car,36510,overdrive,"36,48"
70278,2811.12,R,l,car,36565,overdrive,"36,48"
70324,2812.96,R,l,car,36577,overdrive,"36,48"
70446,2817.84,R,r,truck,36618,overdrive,"36,48"
70594,2823.76,R,m,bus,36637,overdrive,"36,48"
70755,2830.2,R,l,car,36706,overdrive,"36,48"
70801,2832.04,R,m,car,36727,cruise,"36,48"
70909,2836.36,R,l,car,36786,overdrive,"36,48"
70951,2838.04,R,m,car,36797,overdrive,"36,48"
71188,2847.52,L,m,truck,36850,overdrive,"36,48"
71364,2854.56,L,r,truck,36975,cruise,"36,48"
72148,2885.92,R,r,truck,37337,cruise,"48,60"
72343,2893.72,L,l,truck,37473,overdrive,"48,60"
72499,2899.96,R,l,car,37574,cruise,"48,60"
72531,2901.24,R,m,car,37598,overdrive,"48,60"
72683,2907.32,R,l,truck,37664,overdrive,"48,60"
73132,2925.28,R,m,truck,37904,overdrive,"48,60"
73262,2930.48,L,m,car,37954,overdrive,"48,60"
73314,2932.56,L,r,truck,37927,cruise,"48,60"
73325,2933,L,r,truck,37971,cruise,"48,60"
73473,2938.92,L,r,truck,38026,cruise,"48,60"
73638,2945.52,R,l,car,38169,overdrive,"48,60"
73724,2948.96,L,r,car,38199,cruise,"48,60"
73958,2958.32,L,m,car,38341,overdrive,"48,60"
74256,2970.24,L,r,truck,38460,cruise,"48,60"
74334,2973.36,R,l,truck,38518,overdrive,"48,60"
74424,2976.96,L,m,car,38542,overdrive,"48,60"
74553,2982.12,R,r,truck,38572,overdrive,"48,60"
74649,2985.96,R,l,truck,38604,overdrive,"48,60"
75085,3003.4,R,l,car,38820,overdrive,"48,60"
75130,3005.2,R,r,truck,38852,overdrive,"48,60"
75235,3009.4,R,m,car,38932,overdrive,"48,60"
75252,3010.08,R,r,truck,38874,cruise,"48,60"
75349,3013.96,L,r,truck,38832,cruise,"48,60"
75456,3018.24,L,r,truck,39002,cruise,"48,60"
75551,3022.04,L,r,car,39062,cruise,"48,60"
75632,3025.28,L,r,truck,39129,cruise,"48,60"
75692,3027.68,R,l,truck,39195,overdrive,"48,60"
75746,3029.84,R,m,car,39213,overdrive,"48,60"
76138,3045.52,L,l,car,39377,overdrive,"48,60"
76182,3047.28,L,r,car,39390,cruise,"48,60"
76270,3050.8,L,l,car,39459,overdrive,"48,60"
76332,3053.28,L,l,car,39492,overdrive,"48,60"
76402,3056.08,L,l,truck,39544,overdrive,"48,60"
76404,3056.16,L,r,truck,39534,cruise,"48,60"
76407,3056.28,L,m,truck,39525,overdrive,"48,60"
76663,3066.52,R,m,bus,39681,cruise,"48,60"
77185,3087.4,R,l,car,39891,overdrive,"48,60"
77366,3094.64,L,m,truck,39958,overdrive,"48,60"
77422,3096.88,L,r,car,39981,overdrive,"48,60"
77477,3099.08,R,m,car,40021,overdrive,"48,60"
77496,3099.84,L,r,car,40031,overdrive,"48,60"
77798,3111.92,L,m,car,40220,overdrive,"48,60"
77977,3119.08,L,r,truck,40317,cruise,"48,60"
78328,3133.12,L,m,car,40621,overdrive,"48,60"
78449,3137.96,R,l,car,40718,overdrive,"48,60"
78477,3139.08,R,l,car,40730,overdrive,"48,60"
78487,3139.48,R,r,car,40740,overdrive,"48,60"
78504,3140.16,R,l,car,40745,cruise,"48,60"
78596,3143.84,L,m,car,40804,overdrive,"48,60"
78629,3145.16,R,m,car,40818,overdrive,"48,60"
78655,3146.2,L,m,car,40845,overdrive,"48,60"
78739,3149.56,R,l,car,40883,overdrive,"48,60"
78775,3151,L,r,truck,40880,cruise,"48,60"
79002,3160.08,R,r,car,41069,cruise,"48,60"
79092,3163.68,L,m,truck,41163,overdrive,"48,60"
79198,3167.92,L,r,truck,41246,overdrive,"48,60"
79519,3180.76,R,m,truck,41430,cruise,"48,60"
79781,3191.24,R,m,car,41579,cruise,"48,60"
79892,3195.68,R,r,car,41626,overdrive,"48,60"
80000,3200,L,r,truck,41649,overdrive,"48,60"
80017,3200.68,L,m,car,41692,overdrive,"48,60"
80025,3201,L,m,car,41687,overdrive,"48,60"
80147,3205.88,R,r,car,41773,cruise,"48,60"
80186,3207.44,L,m,car,41775,overdrive,"48,60"
80346,3213.84,L,m,car,41847,overdrive,"48,60"
80361,3214.44,L,m,car,41859,overdrive,"48,60"
80420,3216.8,R,r,bus,41870,cruise,"48,60"
80915,3236.6,L,r,truck,42126,cruise,"48,60"
81098,3243.92,L,r,car,42251,overdrive,"48,60"
81395,3255.8,L,m,bus,42387,overdrive,"48,60"
81622,3264.88,L,m,car,42460,overdrive,"48,60"
81629,3265.16,L,r,car,42456,cruise,"48,60"
81629,3265.16,L,r,car,42457,overdrive,"48,60"
81711,3268.44,L,m,car,42542,overdrive,"48,60"
81725,3269,L,r,car,42533,overdrive,"48,60"
82236,3289.44,R,l,car,42772,overdrive,"48,60"
82304,3292.16,R,l,car,42796,overdrive,"48,60"
82386,3295.44,L,r,car,42794,cruise,"48,60"
82457,3298.28,L,m,car,42872,overdrive,"48,60"
82627,3305.08,L,r,truck,42899,overdrive,"48,60"
82849,3313.96,L,r,truck,43105,cruise,"48,60"
82953,3318.12,R,r,truck,43178,cruise,"48,60"
83052,3322.08,L,r,truck,43251,cruise,"48,60"
83263,3330.52,L,m,car,43396,overdrive,"48,60"
83318,3332.72,L,m,car,43424,overdrive,"48,60"
83324,3332.96,R,m,car,43459,overdrive,"48,60"
83418,3336.72,R,r,truck,43489,cruise,"48,60"
83421,3336.84,L,r,truck,43509,overdrive,"48,60"
83677,3347.08,L,r,truck,43582,cruise,"48,60"
83919,3356.76,R,r,truck,43710,cruise,"48,60"
84131,3365.24,R,r,truck,43800,overdrive,"48,60"
84549,3381.96,R,l,car,43957,overdrive,"48,60"
84604,3384.16,R,m,car,43969,overdrive,"48,60"
84611,3384.44,R,l,car,43971,overdrive,"48,60"
84740,3389.6,R,l,car,44016,overdrive,"48,60"
84792,3391.68,R,l,car,44021,overdrive,"48,60"
84815,3392.6,L,r,truck,44009,cruise,"48,60"
84896,3395.84,L,m,car,44058,overdrive,"48,60"
84933,3397.32,R,r,car,44076,cruise,"48,60"
85093,3403.72,L,m,car,44127,overdrive,"48,60"
85096,3403.84,L,r,truck,44121,cruise,"48,60"
85108,3404.32,R,r,bus,44129,cruise,"48,60"
85161,3406.44,L,m,car,44156,overdrive,"48,60"
85220,3408.8,L,m,car,44185,overdrive,"48,60"
85791,3431.64,R,r,bus,44460,cruise,"48,60"
85802,3432.08,R,l,car,44469,overdrive,"48,60"
85878,3435.12,R,l,car,44516,overdrive,"48,60"
85963,3438.52,L,r,truck,44508,cruise,"48,60"
86265,3450.6,R,m,truck,44709,cruise,"48,60"
86436,3457.44,R,m,car,44785,overdrive,"48,60"
86441,3457.64,R,l,car,44786,overdrive,"48,60"
86470,3458.8,L,r,truck,44788,cruise,"48,60"
86508,3460.32,R,l,car,44820,overdrive,"48,60"
86546,3461.84,L,r,truck,44806,cruise,"48,60"
86732,3469.28,L,r,truck,44940,cruise,"48,60"
86740,3469.6,L,l,car,44961,overdrive,"48,60"
86767,3470.68,R,l,truck,45002,overdrive,"48,60"
86808,3472.32,L,l,car,45028,overdrive,"48,60"
86844,3473.76,R,m,truck,45049,cruise,"48,60"
86927,3477.08,L,r,truck,45040,cruise,"48,60"
86971,3478.84,L,m,car,45130,overdrive,"48,60"
87053,3482.12,L,m,car,45188,overdrive,"48,60"
87198,3487.92,R,r,truck,45262,cruise,"48,60"
87229,3489.16,L,m,car,45329,overdrive,"48,60"
87370,3494.8,L,m,truck,45416,overdrive,"48,60"
87417,3496.68,R,l,truck,45440,cruise,"48,60"
87453,3498.12,L,m,car,45457,overdrive,"48,60"
87902,3516.08,L,m,truck,45714,overdrive,"48,60"
87972,3518.88,R,m,car,45756,overdrive,"48,60"
87997,3519.88,R,m,car,45769,overdrive,"48,60"
88322,3532.88,L,m,car,45985,overdrive,"48,60"
88370,3534.8,R,r,truck,46002,cruise,"48,60"
88401,3536.04,L,r,truck,46044,overdrive,"48,60"
88584,3543.36,L,r,truck,46139,cruise,"48,60"
88585,3543.4,L,r,truck,46128,cruise,"48,60"
88646,3545.84,R,l,car,46190,overdrive,"48,60"
88687,3547.48,L,r,truck,46209,cruise,"48,60"
88729,3549.16,L,r,truck,46183,cruise,"48,60"
88844,3553.76,L,m,truck,46266,overdrive,"48,60"
88952,3558.08,L,m,car,46260,overdrive,"48,60"
89062,3562.48,R,l,car,46404,overdrive,"48,60"
89147,3565.88,L,r,truck,46412,overdrive,"48,60"
89162,3566.48,R,m,car,46454,overdrive,"48,60"
89399,3575.96,L,r,bus,46532,cruise,"48,60"
89592,3583.68,R,r,car,46629,cruise,"48,60"
89992,3599.68,R,m,bus,46862,overdrive,"48,60"
